d_vendor_name,d_fiscal_year,total
ADAMS COMPANY COMMUNICATIONS,2017-2018,26106.501724137932
ADAMS COMPANY COMMUNICATIONS,2018-2019,15279.548275862067
ADGA GROUP,2017-2018,45872.20044169611
ASAP REPORTING SERVICES,2019-2020,120000
AVI SPL CANADA,2017-2018,43565.39
CARON PROFESSIONAL LINGUISTIC,2018-2019,11652.5
COMMUNICATIONS SECURITY ESTABLISHMENT,2017-2018,12354.267834793493
CSDC,2018-2019,11724.737753424657
CSDC,2019-2020,3893.9822465753427
DANY LAPOINTE,2018-2019,22000
DELL COMPUTER,2017-2018,11529
DIANE BROUSSEAU,2019-2020,25000.000000000004
DSB SECURITY CONSULTING,2017-2018,9612.676056338027
EXECUTIVE CABS,2017-2018,20970
EXECUTIVE CABS,2018-2019,20750
GOLDBLATT PARTNERS,2018-2019,11523.809523809525
GOLDBLATT PARTNERS,2019-2020,10476.190476190477
ITEX,2018-2019,49195.719999999994
JANE STRONG,2017-2018,22533.58208955224
MAPLEWORLD TRANSALTION,2017-2018,22000.000000000004
MICROSOFT CANADA,2017-2018,18957.02
MY GCHR PUBLIC SERVICES OF PROCUREMENT CANADA,2017-2018,12000
NISHA TECHONOLOGIES,2017-2018,77268
NISHA TECHONOLOGIES,2018-2019,96705.40000000001
NOEL C KEELEY REPORTING SERVICES,2017-2018,29060.509554140128
NOEL C KEELEY REPORTING SERVICES,2018-2019,29060.509554140128
PLAN GROUP,2017-2018,16511
PRIMA INFORMATION SOLUTIONS,2017-2018,35606.186274509804
PRIMA INFORMATION SOLUTIONS,2018-2019,41666.8137254902
PRIVACY COUNCIL OFFICE,2017-2018,74041
PUBLIC SERVICES AND PROCUREMENT CANADA,2019-2020,251373
PUBLIC WORKS AND GOVERNMENT SERVICES CANADA,2017-2018,1034415.9700000001
PWGS TRANSLATION,2017-2018,33333.333333333336
PWGS TRANSLATION,2018-2019,33333.333333333336
QMR,2018-2019,22019
SECURITEX CONSULTING,2017-2018,18179.88950276243
SHARED HUMAN RESOURCES SERVICES PUBLIC SERVICES AND PROCUREMENT CANADA,2018-2019,40000
SHARED SERVICE CANADA,2018-2019,6969.754966887417
SHARED SERVICE CANADA,2019-2020,10570.795033112583
SHARED SERVICES CANADA,2017-2018,33988.9598540146
SHARED SERVICES CANADA,2018-2019,48322.9298540146
SHARED SERVICES CANADA,2019-2020,34082.08029197081
SHARED SERVICES INTEGRATION PUBLIC SERVICES AND PROCUREMENT CANADA,2017-2018,10200
SOFTCHOICE,2017-2018,382937.48957446805
SOFTCHOICE,2018-2019,33222.34042553191
SSC LAURIER COMPUTERS,2018-2019,18150
SSC NORTHERN MICRO,2018-2019,42627.119999999995
TAXITAB,2019-2020,23000
TOTEM OFFISOURCE,2018-2019,10760.26
UNITE CONSULTING INSTALLATION GROUP,2018-2019,11415
