d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,40890.16,41869.22
0_other,2018-2019,99499.39,101046.76
0_other,2019-2020,99771.99,98930.02
0_other,2020-2021,99499.39,94591.12
0_other,2021-2022,99499.39,77834.86
1_facilities_and_construction,2017-2018,310137.47,318702.02
1_facilities_and_construction,2018-2019,165793.90,167789.46
1_facilities_and_construction,2019-2020,466891.27,462102.47
1_facilities_and_construction,2020-2021,604675.39,575267.77
1_facilities_and_construction,2021-2022,832381.16,666048.47
10_office_management,2020-2021,78346.79,73772.75
10_office_management,2021-2022,78346.79,74081.68
11_defence,2017-2018,2538023.75,2603021.64
11_defence,2018-2019,3381080.45,3427806.84
11_defence,2019-2020,6786542.94,6738101.01
11_defence,2020-2021,3931125.06,3739986.45
11_defence,2021-2022,2818930.12,1723848.30
2_professional_services,2017-2018,177257.98,181436.32
2_professional_services,2018-2019,1138941.55,1156653.77
2_professional_services,2019-2020,160250.49,160632.77
5_transportation_and_logistics,2018-2019,0.03,0.03
5_transportation_and_logistics,2019-2020,0.33,0.33
5_transportation_and_logistics,2020-2021,0.33,0.32
5_transportation_and_logistics,2021-2022,0.30,0.26
6_industrial_products_and_services,2017-2018,7994334.27,8201416.17
6_industrial_products_and_services,2018-2019,9080389.98,9231922.13
6_industrial_products_and_services,2019-2020,4455995.82,4424497.36
6_industrial_products_and_services,2020-2021,1958658.26,1859659.11
6_industrial_products_and_services,2021-2022,3967046.88,3298198.56
