d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2656877.42,2725335.49
it_consulting_services,2018-2019,2740280.33,2781378.87
it_consulting_services,2019-2020,2739546.69,2709884.78
it_consulting_services,2020-2021,4548643.06,4322026.56
it_consulting_services,2021-2022,4789760.48,4445318.51
it_devices_equipment,2017-2018,1174950.03,1204923.01
it_devices_equipment,2018-2019,654648.52,663939.10
it_devices_equipment,2019-2020,1787760.73,1752720.93
it_devices_equipment,2020-2021,1372627.87,1299779.00
it_devices_equipment,2021-2022,1460307.68,1348158.60
it_other,2017-2018,2272930.40,2332704.78
it_other,2018-2019,319930.29,323504.34
it_other,2019-2020,3686211.33,3642459.49
it_other,2020-2021,4390983.59,4173075.95
it_other,2021-2022,4605298.62,4281274.23
it_software_licensing,2017-2018,2061057.94,2113720.77
it_software_licensing,2018-2019,3162707.99,3211542.11
it_software_licensing,2019-2020,2811884.37,2787570.78
it_software_licensing,2020-2021,2571279.88,2444675.89
it_software_licensing,2021-2022,2737711.03,2539484.98
