d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,51805.78,52464.88
it_consulting_services,2019-2020,123376.16,121913.43
it_consulting_services,2020-2021,66428.74,63151.82
it_consulting_services,2021-2022,66428.74,61675.43
it_devices_equipment,2017-2018,19769279.29,20262661.67
it_devices_equipment,2018-2019,7454728.77,7563761.83
it_devices_equipment,2019-2020,13892767.92,13734016.36
it_devices_equipment,2020-2021,17473795.36,16603186.79
it_devices_equipment,2021-2022,21564118.75,19959546.71
it_other,2017-2018,1010828.86,1034656.20
it_other,2018-2019,66608.83,67587.88
it_other,2020-2021,18291.83,17284.21
it_other,2021-2022,58056.69,53902.44
it_software_licensing,2017-2018,394365.13,404250.53
it_software_licensing,2018-2019,656688.97,666022.52
it_software_licensing,2019-2020,1528391.72,1513064.78
it_software_licensing,2020-2021,2702427.02,2562129.69
it_software_licensing,2021-2022,6203924.75,5760841.17
