d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,98080.81
1_facilities_and_construction,2018-2019,110518.42
1_facilities_and_construction,2019-2020,12205.99
11_defence,2017-2018,1486576.78
11_defence,2018-2019,1054675.37
11_defence,2019-2020,63837.99
11_defence,2020-2021,11532.87
11_defence,2021-2022,77690.91
2_professional_services,2021-2022,2205.23
3_information_technology,2017-2018,93298.58
3_information_technology,2018-2019,736876.23
3_information_technology,2019-2020,5402.17
3_information_technology,2020-2021,143657.38
3_information_technology,2021-2022,23855.77
4_medical,2017-2018,24860.00
4_medical,2018-2019,17315.83
4_medical,2019-2020,51466.91
4_medical,2020-2021,57545.06
4_medical,2021-2022,103930.86
6_industrial_products_and_services,2017-2018,2617436.86
6_industrial_products_and_services,2018-2019,3266891.63
6_industrial_products_and_services,2019-2020,3268793.31
6_industrial_products_and_services,2020-2021,3615656.93
6_industrial_products_and_services,2021-2022,1977040.15
9_human_capital,2017-2018,153.81
9_human_capital,2018-2019,18713.46
9_human_capital,2019-2020,37221.89
9_human_capital,2020-2021,22547.44
9_human_capital,2021-2022,15173.10
