d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2018-2019,98760.64,100039.19
0_other,2019-2020,168124.12,166390.36
0_other,2021-2022,279255.63,143345.79
1_facilities_and_construction,2017-2018,297577.63,305406.18
1_facilities_and_construction,2018-2019,442632.13,448546.13
1_facilities_and_construction,2019-2020,764811.87,757488.28
1_facilities_and_construction,2020-2021,890881.76,844512.24
1_facilities_and_construction,2021-2022,465503.11,373195.14
10_office_management,2017-2018,354783.94,363906.72
10_office_management,2018-2019,347835.44,353677.43
10_office_management,2019-2020,375520.53,372738.01
10_office_management,2020-2021,204064.74,194002.40
10_office_management,2021-2022,362212.21,217135.49
2_professional_services,2017-2018,2844447.16,2916852.91
2_professional_services,2018-2019,3512811.91,3567798.22
2_professional_services,2019-2020,3429433.82,3399690.75
2_professional_services,2020-2021,2900828.84,2754531.60
2_professional_services,2021-2022,5074589.27,3941330.55
3_information_technology,2017-2018,7980285.55,8188142.44
3_information_technology,2018-2019,6153529.39,6250076.25
3_information_technology,2019-2020,7092091.94,7017267.63
3_information_technology,2020-2021,5875408.58,5581735.17
3_information_technology,2021-2022,5437507.32,4163888.34
4_medical,2017-2018,48098.98,49345.38
4_medical,2018-2019,37310.85,37913.19
4_medical,2019-2020,33820.34,33534.93
4_medical,2020-2021,59837.76,57034.12
4_medical,2021-2022,40832.94,30938.57
5_transportation_and_logistics,2017-2018,166072.61,170153.90
5_transportation_and_logistics,2018-2019,112012.81,114091.59
5_transportation_and_logistics,2019-2020,76243.96,74805.99
5_transportation_and_logistics,2021-2022,36859.47,18778.22
6_industrial_products_and_services,2017-2018,232392.28,238580.08
6_industrial_products_and_services,2018-2019,750555.04,760930.46
6_industrial_products_and_services,2019-2020,393692.48,385978.94
6_industrial_products_and_services,2020-2021,863608.05,818749.80
6_industrial_products_and_services,2021-2022,1358611.52,958168.46
7_travel,2017-2018,97173.12,99729.35
7_travel,2018-2019,80212.44,81570.69
7_travel,2019-2020,138482.55,138039.77
7_travel,2020-2021,14668.27,13941.98
8_security_and_protection,2017-2018,672220.15,689641.21
8_security_and_protection,2018-2019,701963.78,712991.57
8_security_and_protection,2019-2020,603571.61,598824.29
8_security_and_protection,2020-2021,368894.29,351044.41
8_security_and_protection,2021-2022,409922.01,320599.91
9_human_capital,2017-2018,1321677.52,1355377.63
9_human_capital,2018-2019,1576531.53,1600652.55
9_human_capital,2019-2020,2361585.75,2343938.48
9_human_capital,2020-2021,2244205.30,2131611.30
9_human_capital,2021-2022,2130120.25,1644877.78
