owner_org,d_fiscal_year,total
aafc-aac,2017-2018,57981.38
aafc-aac,2018-2019,572458.97
aafc-aac,2019-2020,121334.02
aafc-aac,2020-2021,508321.85
aafc-aac,2021-2022,1454160.33
acoa-apeca,2020-2021,39847.50
acoa-apeca,2021-2022,29670.00
cer-rec,2017-2018,113839.05
cer-rec,2018-2019,117170.87
cer-rec,2019-2020,39338.78
cer-rec,2020-2021,46839.96
cfia-acia,2020-2021,1540.94
cfia-acia,2021-2022,306648.14
csps-efpc,2021-2022,39324.00
dfatd-maecd,2018-2019,96000.64
dfatd-maecd,2019-2020,181472.66
dfatd-maecd,2020-2021,201610.02
dfatd-maecd,2021-2022,198237.21
dnd-mdn,2017-2018,244571.01
dnd-mdn,2018-2019,165066.26
dnd-mdn,2019-2020,169250.70
dnd-mdn,2020-2021,233691.60
dnd-mdn,2021-2022,607243.73
ec,2018-2019,2787.22
ec,2019-2020,67306.88
ec,2020-2021,47437.48
ec,2021-2022,63181.44
elections,2017-2018,620925.93
elections,2018-2019,1003068.66
elections,2019-2020,140110.83
elections,2020-2021,96966.05
elections,2021-2022,64850.63
esdc-edsc,2019-2020,22995.00
esdc-edsc,2020-2021,205575.80
esdc-edsc,2021-2022,2475585.18
fin,2017-2018,48610.81
fin,2018-2019,67658.75
fin,2019-2020,71303.00
fin,2020-2021,81400.56
fin,2021-2022,85134.20
ic,2021-2022,279.89
irb-cisr,2018-2019,190010.01
irb-cisr,2019-2020,432024.74
irb-cisr,2020-2021,802689.47
irb-cisr,2021-2022,800002.82
isc-sac,2019-2020,41767.67
isc-sac,2020-2021,26806.86
isc-sac,2021-2022,27318.06
jus,2017-2018,151262.03
jus,2018-2019,509099.69
jus,2019-2020,774011.98
jus,2020-2021,798617.32
jus,2021-2022,653500.15
lac-bac,2017-2018,471809.45
lac-bac,2018-2019,358042.02
lac-bac,2019-2020,1906200.98
lac-bac,2021-2022,104693.01
nrc-cnrc,2017-2018,75183.46
nrc-cnrc,2018-2019,328700.86
nrc-cnrc,2019-2020,171506.48
nrc-cnrc,2020-2021,97563.31
nrc-cnrc,2021-2022,171541.11
nrcan-rncan,2017-2018,11267.55
nrcan-rncan,2018-2019,37606.93
nrcan-rncan,2019-2020,69343.27
nrcan-rncan,2020-2021,730.52
nrcan-rncan,2021-2022,13332.07
nserc-crsng,2017-2018,33321.18
nserc-crsng,2018-2019,526798.97
nserc-crsng,2019-2020,448941.80
nserc-crsng,2020-2021,491456.97
nserc-crsng,2021-2022,491906.76
pmprb-cepmb,2017-2018,51655.88
pmprb-cepmb,2018-2019,51655.88
pmprb-cepmb,2019-2020,51797.40
ppsc-sppc,2019-2020,37290.00
ppsc-sppc,2020-2021,19055.19
psic-ispc,2021-2022,25425.00
pwgsc-tpsgc,2019-2020,157.94
pwgsc-tpsgc,2020-2021,222315.45
pwgsc-tpsgc,2021-2022,210647.73
rcmp-grc,2017-2018,25234.22
rcmp-grc,2018-2019,500043.77
rcmp-grc,2019-2020,489488.50
rcmp-grc,2020-2021,1072969.28
rcmp-grc,2021-2022,1265731.04
ssc-spc,2017-2018,132746.75
ssc-spc,2019-2020,107209.75
ssc-spc,2020-2021,568205.33
ssc-spc,2021-2022,1917475.33
tbs-sct,2017-2018,10712.14
tbs-sct,2018-2019,61552.62
tbs-sct,2019-2020,1215920.60
tbs-sct,2020-2021,1771488.97
tbs-sct,2021-2022,636805.71
tc,2020-2021,63852.74
tc,2021-2022,20897.26
vac-acc,2019-2020,3187.89
vac-acc,2020-2021,96965.04
vac-acc,2021-2022,96965.04
