d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,158405.85
11_defence,2018-2019,34928.56
11_defence,2019-2020,38756.46
11_defence,2020-2021,6948.95
11_defence,2021-2022,147578.91
2_professional_services,2017-2018,175764.03
2_professional_services,2018-2019,172547.00
2_professional_services,2019-2020,165515.89
2_professional_services,2020-2021,912822.37
2_professional_services,2021-2022,2280128.59
3_information_technology,2017-2018,1714950.96
3_information_technology,2018-2019,4380246.57
3_information_technology,2019-2020,6334693.54
3_information_technology,2020-2021,6576176.90
3_information_technology,2021-2022,9307423.32
9_human_capital,2019-2020,22995.00
9_human_capital,2021-2022,25425.00
