d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,22765.05,23119.08
10_office_management,2017-2018,14627.85,14972.66
10_office_management,2018-2019,43885.07,44394.84
10_office_management,2019-2020,49120.63,48316.12
10_office_management,2020-2021,53026.26,50150.56
10_office_management,2021-2022,106624.87,58983.96
2_professional_services,2017-2018,664795.15,682142.13
2_professional_services,2018-2019,971691.70,985803.74
2_professional_services,2019-2020,1295740.98,1282174.63
2_professional_services,2020-2021,1191910.24,1133792.50
2_professional_services,2021-2022,1414925.58,1130643.50
3_information_technology,2017-2018,699602.65,716687.75
3_information_technology,2018-2019,1183405.32,1198136.02
3_information_technology,2019-2020,879675.67,871369.84
3_information_technology,2020-2021,1643245.04,1560439.96
3_information_technology,2021-2022,1544582.50,891685.12
5_transportation_and_logistics,2017-2018,49813.49,51109.13
5_transportation_and_logistics,2018-2019,198946.08,201285.62
5_transportation_and_logistics,2019-2020,181893.93,180478.47
5_transportation_and_logistics,2020-2021,157491.61,149627.44
5_transportation_and_logistics,2021-2022,16597.44,11991.88
6_industrial_products_and_services,2017-2018,25945.85,26559.82
6_industrial_products_and_services,2018-2019,118304.11,119649.59
6_industrial_products_and_services,2019-2020,117789.33,118016.27
6_industrial_products_and_services,2020-2021,94291.54,89312.51
6_industrial_products_and_services,2021-2022,7299.34,6520.58
9_human_capital,2018-2019,66898.75,67621.59
9_human_capital,2019-2020,112801.59,110955.02
9_human_capital,2020-2021,124125.65,117619.40
9_human_capital,2021-2022,42214.57,20151.10
