d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,62731.06,64331.68
0_other,2019-2020,73304.55,71859.39
0_other,2020-2021,191115.45,181687.77
1_facilities_and_construction,2018-2019,267141.13,271318.50
1_facilities_and_construction,2019-2020,244078.00,242018.23
1_facilities_and_construction,2020-2021,243411.12,231403.72
1_facilities_and_construction,2021-2022,243411.12,190411.91
10_office_management,2020-2021,79015.52,74602.11
10_office_management,2021-2022,211439.68,197691.67
11_defence,2017-2018,47128.31,48436.93
11_defence,2019-2020,479076.65,474466.10
11_defence,2020-2021,411815.16,391415.55
11_defence,2021-2022,127485.71,79471.80
2_professional_services,2017-2018,22433449.20,23010111.40
2_professional_services,2018-2019,19529560.32,19829867.22
2_professional_services,2019-2020,24907295.08,24689864.36
2_professional_services,2020-2021,23529430.17,22360328.58
2_professional_services,2021-2022,21913066.84,16524806.72
3_information_technology,2017-2018,32005116.45,32830635.11
3_information_technology,2018-2019,29165758.22,29626396.57
3_information_technology,2019-2020,26581715.16,26346360.39
3_information_technology,2020-2021,24761175.67,23536605.33
3_information_technology,2021-2022,29834264.47,21877626.64
4_medical,2019-2020,18348.38,18097.70
9_human_capital,2017-2018,81430.88,83540.03
9_human_capital,2018-2019,286231.62,289629.10
9_human_capital,2019-2020,670043.27,664216.41
9_human_capital,2020-2021,272965.74,259358.92
9_human_capital,2021-2022,106041.17,84046.29
