d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,53082.53
1_facilities_and_construction,2018-2019,51484.70
1_facilities_and_construction,2019-2020,28331.85
1_facilities_and_construction,2020-2021,13965.00
10_office_management,2017-2018,20933.80
10_office_management,2018-2019,39307.22
10_office_management,2020-2021,15595.56
3_information_technology,2020-2021,37173.45
4_medical,2017-2018,83010.58
4_medical,2019-2020,71051.73
4_medical,2020-2021,66529.74
6_industrial_products_and_services,2017-2018,2998515.82
6_industrial_products_and_services,2018-2019,2155445.68
6_industrial_products_and_services,2019-2020,2484408.12
6_industrial_products_and_services,2020-2021,2190313.15
NA,2017-2018,14136.72
NA,2018-2019,16191.96
NA,2019-2020,15206.28
