d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2365291.83
1_facilities_and_construction,2018-2019,536208.74
1_facilities_and_construction,2019-2020,356797.71
1_facilities_and_construction,2020-2021,1470978.18
1_facilities_and_construction,2021-2022,1067311.34
2_professional_services,2020-2021,3104.05
2_professional_services,2021-2022,6026.48
5_transportation_and_logistics,2017-2018,20192.52
5_transportation_and_logistics,2018-2019,17004.23
6_industrial_products_and_services,2021-2022,90850.00
