normalized_vendor_name,original_vendor_name
PANASONIC,Panasonic Canada Inc.
PANASONIC,PANASONIC CANADA INC.
PANASONIC,Panasonic Canada inc
PANASONIC,PANASONIC CANADA INC
PANASONIC,PANISONIC CANADA
PANASONIC,Panasonic Canada Inc
PANASONIC,panasonic of canada
PANASONIC,Panasonic
PANASONIC,Panasonic Canada
PANASONIC,"PANASONIC CANADA, C/O INTERACTIVE AUDIO VISUAL"
PANASONIC,PANASONIC
PANASONIC,Panasonic Canada Inc. C/O Ivans Camera Ltd
PANASONIC,PANASONIC CANADA
PANASONIC,Panasonic Canada Inc C/O Ivans Camera Ltd
PANASONIC,Panasonic Canada INC
PANASONIC,Panasonic Canada Inc. reseller Eagle Spirit Marketing Inc.
PANASONIC,panasonic
PANASONIC,Panasonic Canada Inc./ 4Office Automation Ltd.
PANASONIC,PANASONIC CANADA INC./ 4OFFICE AUTOMATION LTD.
PANASONIC,PANASONIC APPLIANCES AIR-CONDITIONI
