owner_org,d_fiscal_year,total
aafc-aac,2019-2020,1449107.50
dnd-mdn,2017-2018,84728.88
dnd-mdn,2018-2019,71759.70
dnd-mdn,2019-2020,132397.06
dnd-mdn,2020-2021,56912.63
hc-sc,2020-2021,77023.12
hc-sc,2021-2022,47925.50
nrc-cnrc,2017-2018,550518.86
nrc-cnrc,2018-2019,813762.22
nrc-cnrc,2019-2020,870757.64
nrc-cnrc,2020-2021,593501.56
nrc-cnrc,2021-2022,588634.69
nrcan-rncan,2018-2019,175150.01
nrcan-rncan,2019-2020,42921.92
nrcan-rncan,2020-2021,20326.44
nrcan-rncan,2021-2022,38671.11
rcmp-grc,2021-2022,109953.66
ssc-spc,2017-2018,13352102.73
ssc-spc,2018-2019,3214140.27
ssc-spc,2019-2020,7142662.29
ssc-spc,2020-2021,15154538.25
ssc-spc,2021-2022,6164551.26
tsb-bst,2020-2021,75258.00
