owner_org,d_fiscal_year,total
aafc-aac,2017-2018,358303.35920321185
aafc-aac,2018-2019,370168.35920321185
aafc-aac,2019-2020,416063.6146023168
aafc-aac,2020-2021,595056.7006424626
cfia-acia,2017-2018,72123.28
cfia-acia,2018-2019,26250
cfia-acia,2019-2020,152935.41903225807
cfia-acia,2020-2021,58370.676523297494
cgc-ccg,2018-2019,5081.78213592233
cgc-ccg,2019-2020,38536.84786407767
dfatd-maecd,2017-2018,536552.791262136
dfatd-maecd,2018-2019,432853.7446855765
dfatd-maecd,2019-2020,336725.63437778485
dfatd-maecd,2020-2021,660209.0583273056
ec,2017-2018,2352.5658560794045
ec,2018-2019,105546.36001025722
ec,2019-2020,16405.284133663365
ec,2020-2021,55938.071385536605
fcac-acfc,2018-2019,101093.22
fcac-acfc,2019-2020,23154.727272727272
fcac-acfc,2020-2021,10067.272727272726
fin,2017-2018,19710.15340909091
fin,2018-2019,44530.346590909096
hc-sc,2017-2018,37837.634902411024
hc-sc,2019-2020,101389.25
iaac-aeic,2018-2019,13430.01904761905
iaac-aeic,2019-2020,21823.780952380956
isc-sac,2017-2018,36142.087378640776
isc-sac,2018-2019,36142.087378640776
isc-sac,2019-2020,27665.86
isc-sac,2020-2021,11066.34
jus,2017-2018,122471.76915730113
jus,2018-2019,200196.97830824452
jus,2019-2020,383765.4591452633
jus,2020-2021,362926.6680116862
nrc-cnrc,2019-2020,194723.51891608394
nrc-cnrc,2020-2021,930803.4298369724
nrcan-rncan,2018-2019,47866.084089347074
nrcan-rncan,2019-2020,79860.5410652921
nrcan-rncan,2020-2021,51634.89227025353
nserc-crsng,2018-2019,82179.1830995752
nserc-crsng,2019-2020,232910.5256734309
nserc-crsng,2020-2021,122048.66423512394
pc,2017-2018,190316.1284204708
pc,2018-2019,71557.0134334764
pc,2020-2021,39959.56
pch,2017-2018,24834.6
pch,2018-2019,14356.06614084507
pch,2019-2020,109752.26385915492
pco-bcp,2017-2018,4072.643835616438
pco-bcp,2018-2019,45477.85616438356
phac-aspc,2017-2018,29775.5
phac-aspc,2018-2019,82836.2
phac-aspc,2019-2020,33900
phac-aspc,2020-2021,22132
polar-polaire,2019-2020,14834.409917355373
polar-polaire,2020-2021,15081.65008264463
ppsc-sppc,2018-2019,14162.69146067416
ppsc-sppc,2019-2020,19876.661222252675
ppsc-sppc,2020-2021,36818.707317073175
psc-cfp,2017-2018,0
psc-cfp,2018-2019,0
pwgsc-tpsgc,2017-2018,592940.2383781229
pwgsc-tpsgc,2018-2019,654325.1509446955
pwgsc-tpsgc,2019-2020,846267.1699540801
pwgsc-tpsgc,2020-2021,716833.5566373923
ssc-spc,2017-2018,678908.9069806891
ssc-spc,2018-2019,287584.0660203052
ssc-spc,2019-2020,440378.0982351323
ssc-spc,2020-2021,807061.9707269713
sshrc-crsh,2018-2019,41951.25
tbs-sct,2018-2019,24861.24
tbs-sct,2019-2020,39324
vac-acc,2018-2019,11256.366495726495
vac-acc,2019-2020,131807.7735042735
