d_most_recent_category,d_fiscal_year,total
10_office_management,2018-2019,67937.88
11_defence,2017-2018,311464.8415873016
11_defence,2018-2019,734227.2318089248
11_defence,2019-2020,440227.37660377356
11_defence,2020-2021,436035.98
2_professional_services,2017-2018,20426.93
3_information_technology,2017-2018,370007.12
3_information_technology,2018-2019,784699.76
3_information_technology,2019-2020,334447.83
3_information_technology,2020-2021,177637.1525721785
6_industrial_products_and_services,2017-2018,99090.58
6_industrial_products_and_services,2018-2019,49359.11
6_industrial_products_and_services,2019-2020,156902.44
6_industrial_products_and_services,2020-2021,190048.02
