owner_org,d_fiscal_year,total
cra-arc,2018-2019,22350.18
cra-arc,2021-2022,184650.55
crtc,2017-2018,4927.70
crtc,2018-2019,6564.27
crtc,2019-2020,6582.26
crtc,2020-2021,1636.57
dfatd-maecd,2017-2018,685154.76
dfatd-maecd,2018-2019,714413.83
dfatd-maecd,2019-2020,163869.31
dfatd-maecd,2020-2021,39669.85
dnd-mdn,2018-2019,54199.87
dnd-mdn,2019-2020,40677.75
dnd-mdn,2020-2021,34356.71
dnd-mdn,2021-2022,28377.64
esdc-edsc,2021-2022,167290.01
irb-cisr,2020-2021,199.08
irb-cisr,2021-2022,36332.37
isc-sac,2020-2021,27635.86
lac-bac,2017-2018,4062.02
lac-bac,2018-2019,30067.25
lac-bac,2019-2020,20192.36
lac-bac,2020-2021,20364.64
lac-bac,2021-2022,19166.49
mgerc-ceegm,2019-2020,18.44
mgerc-ceegm,2020-2021,6730.98
mgerc-ceegm,2021-2022,6730.98
rcmp-grc,2017-2018,567836.79
rcmp-grc,2020-2021,160853.22
rcmp-grc,2021-2022,244630.94
ssc-spc,2017-2018,3356602.09
ssc-spc,2018-2019,7394756.31
ssc-spc,2019-2020,16996790.66
ssc-spc,2020-2021,22307890.51
ssc-spc,2021-2022,23504969.79
