d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,511402.30,524515.50
0_other,2018-2019,725665.33,737095.04
0_other,2019-2020,704156.54,698214.18
0_other,2020-2021,702232.62,667591.68
0_other,2021-2022,702232.62,651984.36
1_facilities_and_construction,2017-2018,1882349.77,1930974.93
1_facilities_and_construction,2018-2019,1417716.52,1439461.79
1_facilities_and_construction,2019-2020,2168098.84,2147565.74
1_facilities_and_construction,2020-2021,2685718.63,2553840.30
1_facilities_and_construction,2021-2022,2577530.77,2396836.87
10_office_management,2017-2018,170047.93,174466.32
10_office_management,2018-2019,99856.80,100944.49
10_office_management,2019-2020,249087.26,246977.90
10_office_management,2020-2021,193179.15,184191.82
11_defence,2017-2018,2008966.48,2061115.42
11_defence,2018-2019,2006981.80,2037934.74
11_defence,2019-2020,2012189.54,1996457.17
2_professional_services,2017-2018,15328450.98,15722256.80
2_professional_services,2018-2019,18936780.80,19223160.02
2_professional_services,2019-2020,22386332.65,22170174.89
2_professional_services,2020-2021,17178061.01,16324003.90
2_professional_services,2021-2022,18713855.09,17325174.68
3_information_technology,2017-2018,2248946.07,2306794.50
3_information_technology,2018-2019,1996152.11,2025125.59
3_information_technology,2019-2020,3105239.90,3071597.25
3_information_technology,2020-2021,2709761.69,2572891.82
3_information_technology,2021-2022,2325481.89,2154960.31
4_medical,2017-2018,131893.28,135311.07
4_medical,2018-2019,131893.28,133944.42
4_medical,2019-2020,132254.64,131138.54
4_medical,2020-2021,77329.21,73674.31
4_medical,2021-2022,163059.00,151391.31
5_transportation_and_logistics,2017-2018,10500.00,10750.24
5_transportation_and_logistics,2020-2021,19349.70,18220.03
5_transportation_and_logistics,2021-2022,39324.00,36706.00
6_industrial_products_and_services,2021-2022,112158.18,103669.09
8_security_and_protection,2019-2020,103123.80,101440.28
9_human_capital,2017-2018,3021262.39,3099937.60
9_human_capital,2018-2019,414707.66,421068.87
9_human_capital,2019-2020,365069.98,363243.77
9_human_capital,2020-2021,257316.97,245237.74
9_human_capital,2021-2022,592829.58,548563.45
