d_vendor_name,d_fiscal_year,total
1019837 ONTARIO,2017-2018,1713429.88
1019837 ONTARIO,2018-2019,829933.9
1019837 ONTARIO,2019-2020,760605.07
1019837 ONTARIO,2020-2021,725631.29
10647802 CANADA,2017-2018,50703.18
10647802 CANADA,2018-2019,3342922.02
10647802 CANADA,2019-2020,2771754.86
10647802 CANADA,2020-2021,3396655.33
11983890 CANADA CENTRE,2020-2021,65812562.19
1320376 ONTARIO,2017-2018,6798482.87
1320376 ONTARIO,2018-2019,24916.5
1320376 ONTARIO,2019-2020,145680.98
14343878 ONTARIO,2018-2019,1646532.97
14343878 ONTARIO,2019-2020,3311159.7
14343878 ONTARIO,2020-2021,3302112.82
1568796 ONTARIO O A RENOKERW,2018-2019,1690723.89
1568796 ONTARIO O A RENOKERW,2019-2020,2821759.86
1X1 ARCHITECTURE,2017-2018,370758.48
1X1 ARCHITECTURE,2018-2019,796775.38
1X1 ARCHITECTURE,2019-2020,1544821.39
1X1 ARCHITECTURE,2020-2021,1877544.6
2220742 ONTARIO,2017-2018,4030101.83
2220742 ONTARIO,2018-2019,7848154.71
2220742 ONTARIO,2019-2020,6672760.51
2220742 ONTARIO,2020-2021,2587421.58
2536 4589 QUEBEC,2017-2018,2067482.22
2536 4589 QUEBEC,2018-2019,2067482.22
2536 4589 QUEBEC,2019-2020,2073146.56
2536 4589 QUEBEC,2020-2021,1495384.4
2553164 ONTARIO,2019-2020,986739.16
2553164 ONTARIO,2020-2021,3399725.57
2KEYS,2017-2018,12018155.16
2KEYS,2018-2019,24296012.8
2KEYS,2019-2020,39810238.78
2KEYS,2020-2021,41676980.81
3469051 CANADA,2017-2018,1579310.6
3469051 CANADA,2018-2019,1925656.24
3469051 CANADA,2019-2020,558727.31
3469051 CANADA,2020-2021,2223024.35
3955788 CANADA,2017-2018,484978.53
3955788 CANADA,2018-2019,766640.18
3955788 CANADA,2019-2020,3375778.36
3955788 CANADA,2020-2021,41736.54
3D DATACOMM,2017-2018,558650.2
3D DATACOMM,2018-2019,664417.12
3D DATACOMM,2019-2020,2411412.56
3D DATACOMM,2020-2021,1364313.97
3M CANADA COMPANY,2017-2018,2004165.49
3M CANADA COMPANY,2018-2019,3328476.28
3M CANADA COMPANY,2019-2020,1936660.98
3M CANADA COMPANY,2020-2021,1929599.26
4 OFFICE AUTOMATION,2017-2018,2078036.86
4 OFFICE AUTOMATION,2018-2019,931162.46
4 OFFICE AUTOMATION,2019-2020,1189664.31
4 OFFICE AUTOMATION,2020-2021,1287980.33
4083261 CANADA,2017-2018,4139309.15
4083261 CANADA,2018-2019,1345967.14
4083261 CANADA,2019-2020,846020.03
4083261 CANADA,2020-2021,1160834.09
4PLAN CONSULTING,2017-2018,1949289.55
4PLAN CONSULTING,2018-2019,1407209.24
4PLAN CONSULTING,2019-2020,1205227.2
4PLAN CONSULTING,2020-2021,1213354.76
5029406 MANITOBA,2017-2018,1765474.22
5029406 MANITOBA,2018-2019,793984.18
5029406 MANITOBA,2019-2020,949900
5029406 MANITOBA,2020-2021,727500
529040 ONTARIO AND 880382,2017-2018,281043.62
529040 ONTARIO AND 880382,2018-2019,510800.82
529040 ONTARIO AND 880382,2019-2020,5599026.95
529040 ONTARIO AND 880382,2020-2021,5462061.07
6834973 CANADA,2017-2018,2220441.46
6834973 CANADA,2018-2019,2220441.46
6834973 CANADA,2019-2020,2226524.87
6834973 CANADA,2020-2021,2220441.46
727619 ALBERTA O A ROUGHRIDER,2017-2018,148884.04
727619 ALBERTA O A ROUGHRIDER,2018-2019,2012691.59
727619 ALBERTA O A ROUGHRIDER,2019-2020,2018205.82
727619 ALBERTA O A ROUGHRIDER,2020-2021,2012691.59
7305516 CANADA,2017-2018,5598561.65
7305516 CANADA,2018-2019,990058.86
7305516 CANADA,2019-2020,3310898.76
7305516 CANADA,2020-2021,1867990.58
