d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,61770268.12
1_facilities_and_construction,2018-2019,63038035.42
1_facilities_and_construction,2019-2020,65138795.18
1_facilities_and_construction,2020-2021,113956046.42
1_facilities_and_construction,2021-2022,110794019.60
10_office_management,2017-2018,167547.77
10_office_management,2018-2019,384251.45
10_office_management,2019-2020,117164.89
10_office_management,2020-2021,583858.87
10_office_management,2021-2022,42869.87
11_defence,2017-2018,7357722.62
11_defence,2018-2019,9724018.72
11_defence,2019-2020,10403611.11
11_defence,2020-2021,9712172.10
11_defence,2021-2022,12075101.16
2_professional_services,2017-2018,135240519.03
2_professional_services,2018-2019,136476164.77
2_professional_services,2019-2020,128878292.67
2_professional_services,2020-2021,136561274.61
2_professional_services,2021-2022,137820354.69
3_information_technology,2017-2018,1018054.30
3_information_technology,2018-2019,963945.36
3_information_technology,2019-2020,1044076.23
3_information_technology,2020-2021,425089.36
3_information_technology,2021-2022,300693.87
5_transportation_and_logistics,2021-2022,347153.45
6_industrial_products_and_services,2017-2018,84042.43
6_industrial_products_and_services,2019-2020,235665.02
6_industrial_products_and_services,2020-2021,773182.20
6_industrial_products_and_services,2021-2022,3587415.55
9_human_capital,2017-2018,112050.17
9_human_capital,2018-2019,10848.00
9_human_capital,2019-2020,154528.73
9_human_capital,2020-2021,32787.27
9_human_capital,2021-2022,128479.26
NA,2019-2020,22648.85
NA,2020-2021,13916.10
NA,2021-2022,9708.90
