d_vendor_name,d_fiscal_year,total
A DOUBLE TOUR,2019-2020,14420
ABCP ARCHITECTURE,2018-2019,18396
AGENCE DE L EST P J,2019-2020,41828
ALTKEY,2020-2021,23714
ATELIER DU GOSSEUX,2020-2021,21921
BUREAU DU CONSEIL PRIVE,2018-2019,44204.152249134946
BUREAU DU CONSEIL PRIVE,2019-2020,25795.847750865054
CALE,2018-2019,13107
CALE SYSTEMS,2019-2020,18294
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,555770
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,524014.329113924
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,608746.6708860759
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,568896
CAROLE BRECKLER,2018-2019,17289
CAROLINE SOUCY ILLUSTRATRICE,2020-2021,10865
CENTRE DE CONSERVATION DU QUEBEC,2018-2019,46121
COMPUGEN,2018-2019,51508
COMPUGEN,2020-2021,28432
CONCEPTION ALAIN GAGNE,2018-2019,19695
CONSTRUCTION COUTURE ET TANGUAY,2018-2019,84448
CONSTRUCTION PAVAGE PORTNEUF,2018-2019,155997
DESCHAMPS IMPRESSION,2017-2018,20348
DESCHAMPS IMPRESSION,2018-2019,27789
DESCHAMPS IMPRESSION,2019-2020,23714
DIALOGUE,2019-2020,94524
DIALOGUE PRD,2020-2021,47993
DISTRIBUTION AFFICHE TOUT,2018-2019,14935.000000000002
ECO VERDURE,2017-2018,24677
ECO VERDURE,2018-2019,57525.00000000001
ECO VERDURE,2019-2020,51700
ECO VERDURE,2020-2021,10405
EMS INGENIERIE,2018-2019,58674
ENTREPRISES ROBERT SANFACON,2017-2018,46626.99456521739
ENTREPRISES ROBERT SANFACON,2018-2019,10190.005434782608
EPSI,2020-2021,18752
ERNST YOUNG,2017-2018,25754
ERNST YOUNG,2018-2019,25754.4
ERNST YOUNG,2019-2020,24950
ERNST YOUNG,2020-2021,24950.000000000004
F G WELSH,2018-2019,78643
FONDERIE LAROCHE,2017-2018,16671
FORD MOTOR COMPANY,2017-2018,62092.10071942446
FORD MOTOR COMPANY,2018-2019,54525.89928057554
FORD MOTOR COMPANY,2019-2020,463
FREEMICK AVENTURE,2019-2020,942.0275229357799
FREEMICK AVENTURE,2020-2021,10466.97247706422
GARAGE MARTIN ET FILS,2019-2020,12934
GDG ENVIRONNEMENT,2017-2018,11498
GESTION ARBEAU FLEURI,2017-2018,55724
GESTION ARBEAU FLEURI,2018-2019,38046
GESTION ARBEAU FLEURI,2019-2020,35031
GESTION ARBEAU FLEURI,2020-2021,36792
