d_vendor_name,d_fiscal_year,total
3354709 CANADA,2019-2020,148645.84999999998
A NET SOLUTIONS,2017-2018,17515
A NET SOLUTIONS,2018-2019,21017.842746418486
A NET SOLUTIONS,2019-2020,48393.26318919519
A NET SOLUTIONS,2020-2021,25939.130921529177
ABI ADVANCED BUSINESS INTERIORS,2018-2019,30940.35049105107
ABI ADVANCED BUSINESS INTERIORS,2019-2020,399262.3184446072
ABI ADVANCED BUSINESS INTERIORS,2020-2021,806507.8802857614
ACME FUTURE SECURITY CONTROLS,2017-2018,37536.34342061733
ACME FUTURE SECURITY CONTROLS,2018-2019,65121.02430190478
ACME FUTURE SECURITY CONTROLS,2019-2020,72857.81880903491
ACME FUTURE SECURITY CONTROLS,2020-2021,72658.7537303217
ADVANCED BUSINESS INTERIORS,2017-2018,15734.210000000001
ADVANCED BUSINESS INTERIORS,2018-2019,30978.922606060605
ADVANCED BUSINESS INTERIORS,2019-2020,87893.68739393938
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,14119.458913043478
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,16127.711086956522
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,622198.9040909092
ALTIS HUMAN RESOURCES,2017-2018,138330.67125950972
ALTIS HUMAN RESOURCES,2018-2019,264690.42556691205
ALTIS HUMAN RESOURCES,2019-2020,371841.41277949366
ALTIS HUMAN RESOURCES,2020-2021,117896.77642958748
AON CANADA,2018-2019,10834.823634204276
AON CANADA,2019-2020,72100.82636579573
ARUP CANADA,2017-2018,3161386.0498404466
ARUP CANADA,2018-2019,3161386.0498404466
ARUP CANADA,2019-2020,3170047.381483845
ARUP CANADA,2020-2021,3161386.0498404466
BDO CANADA,2017-2018,83118.54103343465
BDO CANADA,2018-2019,13779.220000000001
BP M GOVERNMENT IM IT,2017-2018,115913.22259136212
BP M GOVERNMENT IM IT,2018-2019,53586.77740863787
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,153150.19
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,154528.30000000002
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,220102.47999999995
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,258535.78
CANADIAN COUNCIL FOR PUBLIC PRIVATE PARTNERSHIPS,2018-2019,3461.6197183098593
CANADIAN COUNCIL FOR PUBLIC PRIVATE PARTNERSHIPS,2019-2020,45693.380281690144
CANADIAN PRESS ENTERPRISES,2017-2018,31215.120000000003
CANADIAN PRESS ENTERPRISES,2018-2019,32022.076094890508
CANADIAN PRESS ENTERPRISES,2019-2020,32109.807810218976
CANADIAN PRESS ENTERPRISES,2020-2021,32022.076094890508
CANON,2017-2018,36611.81646672271
CANON,2018-2019,109660.38938896367
CANON,2019-2020,194735.1073887377
CANON,2020-2021,194846.48574522202
CAPITAL OFFICE INTERIORS,2017-2018,24168.67
CAPITAL OFFICE INTERIORS,2018-2019,29308.51248684027
CAPITAL OFFICE INTERIORS,2019-2020,84406.39933661542
CAPITAL OFFICE INTERIORS,2020-2021,64503.58817654431
CBCI TELECOM CANADA,2017-2018,101262.96
CBCI TELECOM CANADA,2018-2019,174780.63
CBCI TELECOM CANADA,2019-2020,15503.839999999998
CBCI TELECOM CANADA,2020-2021,92740.76
CEDROM SNI,2017-2018,56083.75
CEDROM SNI,2018-2019,58333.15000000001
CEDROM SNI,2019-2020,62721.51016423358
CEDROM SNI,2020-2021,62550.139917883214
CGI,2017-2018,3949589.600786594
CGI,2018-2019,3949589.600786594
CGI,2019-2020,3960410.394213407
CGI,2020-2021,2791764.7041176474
CIMA +,2019-2020,10316.860465116279
CIMA +,2020-2021,58650.19018036535
CLOSEREACH,2018-2019,87824.94555403557
CLOSEREACH,2019-2020,143499.68782489738
CLOSEREACH,2020-2021,143107.61217510258
CNW GROUP,2017-2018,29041
CNW GROUP,2018-2019,29529.27446954141
CNW GROUP,2019-2020,29610.17659137577
CNW GROUP,2020-2021,29529.27446954141
COPEM CONSULTING,2017-2018,11910.2
COPEM CONSULTING,2018-2019,11704.358236434111
COPEM CONSULTING,2019-2020,28291.991763565897
CORADIX TECHNOLOGY CONSULTING,2017-2018,2630248.8931776043
CORADIX TECHNOLOGY CONSULTING,2018-2019,3317694.932694938
CORADIX TECHNOLOGY CONSULTING,2019-2020,932699.4648426812
CPCS TRANSCOM,2019-2020,40579.00194690266
CPCS TRANSCOM,2020-2021,167849.50805309735
DALIAN ENTERPRISES,2017-2018,121757.04635036495
DALIAN ENTERPRISES,2018-2019,34025.25678832116
DELOITTE AND TOUCHE,2017-2018,1828079.6442406878
DELOITTE AND TOUCHE,2018-2019,194571.07939567597
DELOITTE AND TOUCHE,2019-2020,28198.636363636364
DOCEBO,2019-2020,210.93333333333334
DOCEBO,2020-2021,76990.66666666667
DONNA CONA,2019-2020,58911.58536585366
DONNA CONA,2020-2021,47025.91463414634
DYNAMIC PERSONNEL CONSULTANTS,2017-2018,6919.1897397769535
DYNAMIC PERSONNEL CONSULTANTS,2018-2019,61345.011701615724
DYNAMIC PERSONNEL CONSULTANTS,2019-2020,40236.668558607336
EBSCO CANADA,2018-2019,31270.722191780824
EBSCO CANADA,2019-2020,111401.94780821918
ECON,2017-2018,76249.35350756533
ECON,2018-2019,57239.24071526822
ELIQUO TRAINING DEVELOPMENT,2019-2020,14121.228304405875
ELIQUO TRAINING DEVELOPMENT,2020-2021,66080.10680907877
ERNST YOUNG,2017-2018,22600
ERNST YOUNG,2019-2020,53763.78338150289
ERNST YOUNG,2020-2021,60360.56661849711
EVALUATION PERSONNEL SELECTION,2017-2018,8839.497435897436
EVALUATION PERSONNEL SELECTION,2018-2019,6276.673992673993
EVALUATION PERSONNEL SELECTION,2019-2020,19371.42857142857
EVALUATION PERSONNEL SELECTION,2020-2021,56666.66333333333
EXCEL HUMAN RESOURCES,2017-2018,104934.20602722772
EXCEL HUMAN RESOURCES,2018-2019,107399.61858146067
EXCEL HUMAN RESOURCES,2019-2020,365907.34158707864
EXCEL HUMAN RESOURCES,2020-2021,323381.8645629862
FLEMING COMMUNICATIONS,2018-2019,48693.05
FMC PROFESSIONALS,2018-2019,108667.35
GARTNER,2017-2018,135279.66628424657
GARTNER,2018-2019,288277.23476284597
GARTNER,2019-2020,301139.86345021834
GARTNER,2020-2021,127003.00851638777
GASTON LANGLOIS,2017-2018,16186.837500000001
GASTON LANGLOIS,2018-2019,16186.837500000001
GASTON LANGLOIS,2019-2020,16231.185000000001
GASTON LANGLOIS,2020-2021,10865.1375
GASTON R LANGLOIS,2017-2018,21582.45
GASTON R LANGLOIS,2018-2019,21582.45
GASTON R LANGLOIS,2019-2020,21641.58
GASTON R LANGLOIS,2020-2021,14486.85
GCSTRATEGIES,2017-2018,403867.23949903663
GCSTRATEGIES,2018-2019,403867.23949903663
GCSTRATEGIES,2019-2020,304283.5366088632
GOLDER ASSOCIATES,2017-2018,24661.23778501629
GOLDER ASSOCIATES,2018-2019,56258.44869706841
GOLDER ASSOCIATES,2019-2020,13717.81351791531
GOLDER ASSOCIATES,2020-2021,33272.388226691044
GOSS GILROY,2017-2018,81280.70175438597
GOSS GILROY,2018-2019,144719.29824561405
GRAYBRIDGE INTERNATIONAL CONSULTING,2017-2018,307120.07712639106
GRAYBRIDGE INTERNATIONAL CONSULTING,2018-2019,307120.07712639106
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,307961.50199523044
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,307120.07712639106
GREENBROOK CONSULTING,2020-2021,99999.35
HYPERTEC,2019-2020,35897.840000000004
HYPERTEC,2020-2021,50991.25
IBISKA TELECOM,2020-2021,50499.806603773584
IBM CANADA,2017-2018,48129.39249315068
IBM CANADA,2018-2019,118787.51387919701
IBM CANADA,2019-2020,122592.17597535934
IBM CANADA,2020-2021,122257.22467488021
INFO TECH RESEARCH GROUP,2017-2018,32746.82331453129
INFO TECH RESEARCH GROUP,2018-2019,36580.34599678997
INFO TECH RESEARCH GROUP,2019-2020,51399.906058004555
INFO TECH RESEARCH GROUP,2020-2021,51527.99999999999
INFOCIVITAS,2020-2021,199999.99
JACINTHE CHARBONNEAU,2017-2018,24087.558596938776
JACINTHE CHARBONNEAU,2018-2019,24087.558596938776
JACINTHE CHARBONNEAU,2019-2020,24153.551908163266
JACINTHE CHARBONNEAU,2020-2021,16168.361250000002
KELLY SEARS CONSULTING GROUP,2019-2020,64742.402694610784
KELLY SEARS CONSULTING GROUP,2020-2021,24245.097305389223
KORN FERRY HAY GROUP,2019-2020,95767.5
KPMG,2018-2019,960500
LABO S M GROUPE ABS INC,2017-2018,670785.5759565857
LABO S M GROUPE ABS INC,2018-2019,670785.5759565857
LABO S M GROUPE ABS INC,2019-2020,672623.3446578366
LABO S M GROUPE ABS INC,2020-2021,670785.5759565857
LUMINA IT,2017-2018,11423.074698795182
LUMINA IT,2018-2019,38522.92530120482
MDOS CONSULTING,2017-2018,228969.91715658022
MDOS CONSULTING,2018-2019,444542.658309318
MDOS CONSULTING,2019-2020,445760.5834005764
MDOS CONSULTING,2020-2021,148586.86113352547
MEDIA Q,2017-2018,12139.185489390828
MEDIA Q,2018-2019,12139.185489390828
MEDIA Q,2019-2020,12172.443531827514
MEDIA Q,2020-2021,12139.185489390828
MICROSOFT CANADA,2017-2018,88592.72005475701
MICROSOFT CANADA,2018-2019,88592.72005475701
MICROSOFT CANADA,2019-2020,782979.1411727912
MICROSOFT CANADA,2020-2021,993118.6199387171
NEWFOUND RECRUITING,2017-2018,36448.86730434783
NEWFOUND RECRUITING,2018-2019,181442.16165883542
NEWFOUND RECRUITING,2019-2020,132027.30103681676
NISHA TECHONOLOGIES,2017-2018,609253.7763748047
NISHA TECHONOLOGIES,2018-2019,1419004.6797833936
NISHA TECHONOLOGIES,2019-2020,312508.14137184113
NISHA TECHONOLOGIES,2020-2021,301118.2797833935
NORTHERN MICRO,2017-2018,11952.46
NORTHERN MICRO,2018-2019,117741.11000000002
NORTHERN MICRO,2019-2020,191385.57
NORTHERN MICRO,2020-2021,260411.67200000002
ODGERS BERNDTSON,2017-2018,553395.197368421
ODGERS BERNDTSON,2018-2019,133644.80263157893
OPROMA,2017-2018,124945.11645933015
OPROMA,2018-2019,124945.11645933015
OPROMA,2019-2020,125287.43184688996
OPROMA,2020-2021,124945.11645933015
ORACLE CANADA,2018-2019,84016.31
ORACLE CANADA,2019-2020,85696.63
ORACLE CANADA,2020-2021,87410.56
ORION CONSULTING SERVICES,2019-2020,12233.831289308177
ORION CONSULTING SERVICES,2020-2021,78239.61871069182
PREVOST FORTIN D AOUST S E N C,2018-2019,7843.529411764705
PREVOST FORTIN D AOUST S E N C,2019-2020,48656.470588235294
PRIVACY IN DESIGN,2017-2018,42943.81375
PRIVACY IN DESIGN,2018-2019,44399.53625
PROCUREMENT ALLIANCE OF CANADA,2019-2020,31146.33240253853
PROCUREMENT ALLIANCE OF CANADA,2020-2021,74792.17978241161
PUBLICOM INFORMATIQUE,2017-2018,24999.999999999996
PUBLICOM INFORMATIQUE,2019-2020,27886.61749539595
PUBLICOM INFORMATIQUE,2020-2021,28591.61625230203
QMR,2017-2018,35635.28695652174
QMR,2018-2019,45510.75
QMR,2019-2020,39999.99
QMR,2020-2021,101889.49230769232
QUALLIUM,2017-2018,182572.41801843315
QUALLIUM,2018-2019,182572.41801843315
QUALLIUM,2019-2020,45518.0549032258
QUIRC QUALITATIVE INSIGHTS,2017-2018,27906.501494565215
QUIRC QUALITATIVE INSIGHTS,2018-2019,27906.501494565215
QUIRC QUALITATIVE INSIGHTS,2019-2020,15138.321358695652
RAYMOND CHABOT GRANT THORNTON,2018-2019,244911.71677619283
RAYMOND CHABOT GRANT THORNTON,2019-2020,218260.51684082847
RAYMOND CHABOT GRANT THORNTON,2020-2021,34608.726382978726
RICOH,2017-2018,29254.602164383563
RICOH,2018-2019,9547.431616438356
RICOH,2019-2020,7284.116219178081
RICOH,2020-2021,6994.129295366795
RUTHERFORD MCKAY ASSOCIATES,2017-2018,34288.01204819277
RUTHERFORD MCKAY ASSOCIATES,2018-2019,21634.188034188035
RUTHERFORD MCKAY ASSOCIATES,2019-2020,23565.81196581197
SAMSON ASSOCIATES CONSULTING,2017-2018,124677.81990881459
SAMSON ASSOCIATES CPA CONSULTING,2017-2018,113360.37169265033
SAMSON ASSOCIATES CPA CONSULTING,2018-2019,113360.37169265033
SAMSON ASSOCIATES CPA CONSULTING,2019-2020,223078.6067648615
SAMSON ASSOCIATES CPA CONSULTING,2020-2021,221661.72568695885
SERGE PISAPIA,2017-2018,28780.937168367345
SERGE PISAPIA,2018-2019,28780.937168367345
SERGE PISAPIA,2019-2020,28859.78905102041
SERGE PISAPIA,2020-2021,19318.71125
SERGE PISAPIA EXPERT CONSEIL,2017-2018,21678.80068877551
SERGE PISAPIA EXPERT CONSEIL,2018-2019,21678.80068877551
SERGE PISAPIA EXPERT CONSEIL,2019-2020,21738.19466326531
SERGE PISAPIA EXPERT CONSEIL,2020-2021,14551.52375
SHERI L HORD,2017-2018,49720
SI SYSTEMS,2018-2019,27838.364190476186
SI SYSTEMS,2019-2020,38594.0958095238
SIGNATURE SUR LE SAINT LAURENT,2017-2018,144499818.41309702
SIGNATURE SUR LE SAINT LAURENT,2018-2019,144499818.41309702
SIGNATURE SUR LE SAINT LAURENT,2019-2020,144895708.32655755
SIGNATURE SUR LE SAINT LAURENT,2020-2021,144499818.41309702
SIMPLEX GRINNELL,2017-2018,165013.8561670089
