d_vendor_name,overall_total
SIGNATURE SUR LE SAINT LAURENT,1131261811.6031694
CGI,14651354.299904242
ARUP CANADA,12654205.531005185
CORADIX TECHNOLOGY CONSULTING,6880643.290715224
LABO S M GROUPE ABS INC,2684980.072527594
NISHA TECHONOLOGIES,2641884.8773134327
DELOITTE AND TOUCHE,2050849.36
MICROSOFT CANADA,1953283.2012210223
MDOS CONSULTING,1267860.02
ABI ADVANCED BUSINESS INTERIORS,1236710.5492214197
GRAYBRIDGE INTERNATIONAL CONSULTING,1229321.7333744036
GCSTRATEGIES,1112018.0156069365
ODGERS BERNDTSON,1082540
KPMG,960500
EXCEL HUMAN RESOURCES,901623.0307587532
ALTIS HUMAN RESOURCES,892759.286035503
TEKNION,891862.67
GARTNER,851699.7730136986
CANADIAN CORPS OF COMMISSIONAIRES,717766.25
SAMSON ASSOCIATES CPA CONSULTING,671461.075837121
ADVANCED CHIPPEWA TECHNOLOGIES,652446.0740909091
NORTHERN MICRO,581490.812
SYSTEMSCOPE,542629.39
CANON,534730.6235699381
OPROMA,500122.7812248804
RAYMOND CHABOT GRANT THORNTON,497780.96
SIMPLEX GRINNELL,490863.5030897703
ACME FUTURE SECURITY CONTROLS,456221.67537913314
IBM CANADA,411766.3070225872
QUALLIUM,410662.8909400921
THE AIM GROUP,406302.1433333333
CBCI TELECOM CANADA,384288.19
CLOSEREACH,374432.24555403553
TRM TECHNOLOGIES,368343.7914469646
THE RIGHT DOOR CONSULTING,366049.4948016416
NEWFOUND RECRUITING,349918.33
ORACLE CANADA,257123.5
CEDROM SNI,239688.5500821168
ECON,228837.5900962861
GOSS GILROY,226000
QMR,223035.51926421403
CPCS TRANSCOM,208428.51
EBSCO CANADA,207256.67
CAPITAL OFFICE INTERIORS,202387.17
INFOCIVITAS,199999.99
TEKSYSTEMS CANADA,199912.26608542047
SAMSON ASSOCIATES CONSULTING,192683.8989361702
TETRA TECH QI,191665.92310677358
INFO TECH RESEARCH GROUP,172255.07536932582
BP M GOVERNMENT IM IT,169500
DYNAMIC PERSONNEL CONSULTANTS,161631.75000000003
GOLDER ASSOCIATES,160191.08374531835
DALIAN ENTERPRISES,155782.3031386861
3354709 CANADA,148645.84999999998
ERNST YOUNG,136724.35
ADVANCED BUSINESS INTERIORS,134606.82
RUTHERFORD MCKAY ASSOCIATES,129677.7108433735
CANADIAN PRESS ENTERPRISES,127369.07999999999
SOFTCHOICE,125449.04123287673
CNW GROUP,117709.7255304586
WORKPLACE SAFETY PREVENTION,114481.5
A NET SOLUTIONS,112865.23685714285
WSP,109501.82955516016
FMC PROFESSIONALS,108667.35
PROCUREMENT ALLIANCE OF CANADA,105938.51218495013
DONNA CONA,105937.5
SERGE PISAPIA,105740.3746377551
GREENBROOK CONSULTING,99999.35
BDO CANADA,96897.76103343465
KORN FERRY HAY GROUP,95767.5
EVALUATION PERSONNEL SELECTION,91154.26333333334
ORION CONSULTING SERVICES,90473.45000000001
KELLY SEARS CONSULTING GROUP,88987.5
JACINTHE CHARBONNEAU,88497.03035204082
PRIVACY IN DESIGN,87343.35
HYPERTEC,86889.09000000001
SPIRIT PERSONNEL,83850.86
AON CANADA,82935.65000000001
PUBLICOM INFORMATIQUE,81478.23374769797
ELIQUO TRAINING DEVELOPMENT,80201.33511348465
SERGE PISAPIA EXPERT CONSEIL,79647.31979081633
TURTLE ISLAND STAFFING,79305.67000000001
GASTON R LANGLOIS,79293.33
DOCEBO,77201.6
QUIRC QUALITATIVE INSIGHTS,70951.32434782608
CIMA +,68967.050645481635
SI SYSTEMS,66432.45999999999
GASTON LANGLOIS,59469.997500000005
PREVOST FORTIN D AOUST S E N C,56500
CANADIAN COUNCIL FOR PUBLIC PRIVATE PARTNERSHIP,54570.10293611166
RICOH,53080.279295366796
COPEM CONSULTING,51906.55000000001
YU CENTRIK,50939.909999999996
IBISKA TELECOM,50499.806603773584
LUMINA IT,49946
SHERI L HORD,49720
THE RIGHT DOOR CONSULTING SOLUTIONS,49437.5
CANADIAN COUNCIL FOR PUBLIC PRIVATE PARTNERSHIPS,49155
FLEMING COMMUNICATIONS,48693.05
MEDIA Q,48590
