owner_org,d_fiscal_year,total
aafc-aac,2017-2018,575879.07
aafc-aac,2018-2019,530318.75
aafc-aac,2019-2020,380583.04
aafc-aac,2020-2021,484453.90
aafc-aac,2021-2022,951102.43
aandc-aadnc,2017-2018,356429.82
aandc-aadnc,2018-2019,1792981.90
aandc-aadnc,2019-2020,483841.18
atssc-scdata,2017-2018,181993.97
atssc-scdata,2018-2019,44231.33
atssc-scdata,2019-2020,284937.67
atssc-scdata,2021-2022,43647.30
cas-satj,2021-2022,180465.72
cbsa-asfc,2017-2018,1782513.01
cbsa-asfc,2018-2019,2899183.69
cbsa-asfc,2019-2020,3795866.27
cbsa-asfc,2020-2021,3081499.49
cbsa-asfc,2021-2022,3705044.87
ced-dec,2017-2018,152663.46
ced-dec,2018-2019,232893.24
ced-dec,2019-2020,318869.16
ced-dec,2020-2021,185420.08
ced-dec,2021-2022,244031.79
cer-rec,2020-2021,13768.52
cer-rec,2021-2022,138893.57
cfia-acia,2017-2018,551303.82
cfia-acia,2018-2019,197001.26
cfia-acia,2019-2020,736191.96
cfia-acia,2020-2021,528182.67
cfia-acia,2021-2022,447048.54
chrc-ccdp,2019-2020,81661.34
chrc-ccdp,2020-2021,59956.10
chrc-ccdp,2021-2022,70728.71
cic,2017-2018,1335534.21
cic,2018-2019,4096161.19
cic,2019-2020,3181746.22
cic,2020-2021,3499296.77
cic,2021-2022,4345940.27
cihr-irsc,2017-2018,173.77
cihr-irsc,2018-2019,63431.71
cihr-irsc,2019-2020,104041.42
cihr-irsc,2020-2021,156297.81
cihr-irsc,2021-2022,158166.33
cnsc-ccsn,2017-2018,158091.76
cnsc-ccsn,2018-2019,212930.71
cnsc-ccsn,2019-2020,350209.87
cnsc-ccsn,2020-2021,440367.79
cnsc-ccsn,2021-2022,408941.49
cra-arc,2017-2018,1003779.16
cra-arc,2018-2019,1420443.61
cra-arc,2019-2020,508808.09
cra-arc,2020-2021,2266333.69
cra-arc,2021-2022,1432673.91
crtc,2017-2018,8105.26
crtc,2018-2019,33248.05
crtc,2019-2020,25539.13
crtc,2020-2021,20108.66
crtc,2021-2022,61443.11
csa-asc,2019-2020,21346.99
csa-asc,2020-2021,15333.76
csc-scc,2017-2018,973026.13
csc-scc,2018-2019,786512.88
csc-scc,2019-2020,400728.69
csc-scc,2020-2021,676098.74
csc-scc,2021-2022,508247.51
csps-efpc,2019-2020,38681.64
csps-efpc,2020-2021,27935.49
csps-efpc,2021-2022,80334.09
cta-otc,2017-2018,19092.40
cta-otc,2018-2019,56041.19
cta-otc,2019-2020,42494.46
dfatd-maecd,2017-2018,1557181.15
dfatd-maecd,2018-2019,2468630.14
dfatd-maecd,2019-2020,793199.75
dfatd-maecd,2020-2021,5797089.38
dfatd-maecd,2021-2022,1254138.72
dfo-mpo,2017-2018,23251.64
dfo-mpo,2018-2019,373780.60
dfo-mpo,2019-2020,851394.71
dfo-mpo,2020-2021,1455048.35
dfo-mpo,2021-2022,1056881.76
dnd-mdn,2017-2018,1467705.60
dnd-mdn,2018-2019,3647997.49
dnd-mdn,2019-2020,4452057.83
dnd-mdn,2020-2021,7647667.25
dnd-mdn,2021-2022,8043075.24
ec,2017-2018,100653.65
ec,2018-2019,386398.71
ec,2019-2020,397817.09
ec,2020-2021,108353.08
ec,2021-2022,117831.57
elections,2017-2018,689223.98
elections,2018-2019,649958.36
elections,2019-2020,684916.56
elections,2020-2021,437863.79
elections,2021-2022,354089.55
esdc-edsc,2017-2018,1391617.50
esdc-edsc,2018-2019,1511373.44
esdc-edsc,2019-2020,3055245.05
esdc-edsc,2020-2021,4968152.21
esdc-edsc,2021-2022,7968379.15
fcac-acfc,2017-2018,45620.89
fcac-acfc,2018-2019,37140.48
fcac-acfc,2019-2020,455449.12
fcac-acfc,2020-2021,1482074.90
fcac-acfc,2021-2022,465254.90
feddevontario,2018-2019,33406.56
feddevontario,2019-2020,151700.34
feddevontario,2020-2021,41900.22
feddevontario,2021-2022,107291.13
fin,2021-2022,80501.20
fintrac-canafe,2017-2018,9981.54
fintrac-canafe,2018-2019,104182.36
hc-sc,2017-2018,311821.96
hc-sc,2018-2019,660821.21
hc-sc,2019-2020,623713.35
hc-sc,2020-2021,341925.93
hc-sc,2021-2022,1279487.29
iaac-aeic,2021-2022,6051.42
ic,2017-2018,1029209.21
ic,2018-2019,455995.58
ic,2019-2020,569008.16
ic,2020-2021,403885.03
ic,2021-2022,892905.42
iic-iac,2021-2022,27533.59
