d_vendor_name,d_fiscal_year,total
ADVANCED BUSINESS INTERIORS,2017-2018,24997.86
ADVANCED BUSINESS INTERIORS,2018-2019,24553.48
ADVANCED BUSINESS INTERIORS,2019-2020,50262.40
ALTIS HUMAN RESOURCES,2020-2021,23052.00
ARI FINANCIAL SERVICES,2019-2020,30366.00
ARI FINANCIAL SERVICES,2020-2021,16191.00
ASOKAN BUSINESS INTERIORS,2018-2019,56515.37
ASOKAN BUSINESS INTERIORS,2019-2020,24408.68
AVI SPL CANADA,2018-2019,37160.03
BELL CANADA,2017-2018,32321.10
BELL CANADA,2018-2019,8358.90
BELL CANADA,2019-2020,24943.82
BELL CANADA,2020-2021,262013.92
CANADA POST,2019-2020,39596.56
CANADA POST,2020-2021,14271.90
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,149327.60
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,167844.10
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,171044.01
CANON,2017-2018,26289.77
CANON,2018-2019,13001.08
CHARRON HUMAN RESOURCES,2019-2020,210.51
CHARRON HUMAN RESOURCES,2020-2021,17682.99
DYNABOOK CANADA,2019-2020,105994.00
DYNABOOK CANADA,2020-2021,167658.10
FEDERAL EXPRESS CANADA,2020-2021,3148.27
FMC PROFESSIONALS,2019-2020,20622.50
FMC PROFESSIONALS,2020-2021,36442.50
FORD MOTOR COMPANY,2019-2020,128305.80
FORD MOTOR COMPANY,2020-2021,94884.30
GLOBAL UPHOLSTERY,2018-2019,23263.88
GOSS GILROY,2018-2019,67290.60
GRAND TOY,2017-2018,12743.83
GRAND TOY,2018-2019,21581.26
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,5453.81
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,20629.62
HAWORTH,2018-2019,19604.32
IRON MOUNTAIN,2017-2018,58520.29
IRON MOUNTAIN,2018-2019,52945.86
IRON MOUNTAIN,2019-2020,38091.06
IRON MOUNTAIN,2020-2021,43551.16
LANGUAGE RESEARCH DEVELOPMENT GROUP,2020-2021,10169.50
LUMINA IT,2018-2019,18362.50
LUMINA IT,2019-2020,18362.50
NISHA TECHONOLOGIES,2019-2020,148584.69
NISSAN CANADA,2018-2019,27507.03
PITNEY BOWES,2020-2021,4933.74
R E GILMORE INVESTMENTS,2017-2018,10032.14
SASKTEL,2020-2021,31500.00
SHARP ELECTRONICS,2017-2018,4546.30
SHARP ELECTRONICS,2018-2019,2665.50
SUBARU CANADA,2017-2018,60118.13
TELECOM COMPUTER SERVICES,2020-2021,234475.45
TELUS CANADA,2020-2021,76020.00
TOSHIBA CANADA,2018-2019,15682.96
TOTEM OFFISOURCE,2019-2020,23036.69
TYCO INTEGRATED FIRE SECURITY,2020-2021,10652.96
WEST WIND AVIATION,2017-2018,42777.00
WEST WIND AVIATION,2019-2020,75600.00
WEST WIND AVIATION,2020-2021,15750.00
XEROX,2017-2018,63948.49
XEROX,2018-2019,58600.20
XEROX,2019-2020,80650.22
XEROX,2020-2021,36731.52
