d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,17189.79
1_facilities_and_construction,2020-2021,98299.52
1_facilities_and_construction,2021-2022,91907.71
11_defence,2017-2018,475820.01
11_defence,2018-2019,1205280.00
11_defence,2020-2021,21727.27
11_defence,2021-2022,108636.36
2_professional_services,2017-2018,430737.44
2_professional_services,2018-2019,218441.38
2_professional_services,2019-2020,550030.25
2_professional_services,2020-2021,623499.05
2_professional_services,2021-2022,722466.41
3_information_technology,2017-2018,258701.32
3_information_technology,2018-2019,19940.71
3_information_technology,2019-2020,191878.59
3_information_technology,2020-2021,1094307.57
3_information_technology,2021-2022,365768.56
5_transportation_and_logistics,2017-2018,9136384.12
5_transportation_and_logistics,2018-2019,9035430.54
5_transportation_and_logistics,2019-2020,811075.94
5_transportation_and_logistics,2020-2021,851114.29
5_transportation_and_logistics,2021-2022,981451.40
6_industrial_products_and_services,2017-2018,241510206.57
6_industrial_products_and_services,2018-2019,241510206.57
6_industrial_products_and_services,2019-2020,252583704.86
6_industrial_products_and_services,2020-2021,247040429.32
6_industrial_products_and_services,2021-2022,247005188.32
