owner_org,d_fiscal_year,total
cas-satj,2019-2020,46372.67739130436
cas-satj,2020-2021,23566.442608695656
cbsa-asfc,2017-2018,2632325.809436255
cbsa-asfc,2018-2019,317771.8257490108
cbsa-asfc,2019-2020,119543.48756925829
cbsa-asfc,2020-2021,366666.9996872208
cic,2018-2019,19879082.46
csc-scc,2019-2020,90167.22
dfo-mpo,2018-2019,32661.52
dnd-mdn,2017-2018,7997206.174091335
dnd-mdn,2018-2019,7059291.026849266
dnd-mdn,2019-2020,6563272.964384843
dnd-mdn,2020-2021,6082907.842591215
phac-aspc,2019-2020,2733333.3333333335
phac-aspc,2020-2021,1266666.6666666667
pwgsc-tpsgc,2018-2019,15820
pwgsc-tpsgc,2019-2020,15820
pwgsc-tpsgc,2020-2021,36510.04975124379
ssc-spc,2017-2018,26291.333333333336
ssc-spc,2018-2019,68433.92931139549
ssc-spc,2019-2020,42607.404021937844
tc,2017-2018,12791.86667833307
tc,2018-2019,21850.97779216276
tc,2019-2020,17498.223886861313
tc,2020-2021,10859.822632202471
