d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,768515.27
1_facilities_and_construction,2018-2019,1186066.15
1_facilities_and_construction,2019-2020,1465681.85
1_facilities_and_construction,2020-2021,1431296.71
1_facilities_and_construction,2021-2022,1360989.97
10_office_management,2017-2018,19478.41
10_office_management,2018-2019,17731.35
10_office_management,2019-2020,109118.65
10_office_management,2020-2021,12635.75
10_office_management,2021-2022,28331.21
11_defence,2017-2018,11550.00
11_defence,2018-2019,12226.86
11_defence,2019-2020,12207.86
11_defence,2021-2022,7109.17
2_professional_services,2017-2018,89044.78
2_professional_services,2018-2019,71801.01
2_professional_services,2019-2020,121452.30
2_professional_services,2020-2021,112856.31
2_professional_services,2021-2022,95929.58
3_information_technology,2017-2018,36670.69
3_information_technology,2018-2019,21364.91
3_information_technology,2019-2020,76736.62
3_information_technology,2020-2021,14972.07
3_information_technology,2021-2022,88417.04
4_medical,2017-2018,106971.52
4_medical,2018-2019,569000.55
4_medical,2019-2020,232039.39
4_medical,2020-2021,558374.98
4_medical,2021-2022,392874.66
6_industrial_products_and_services,2017-2018,12209161.59
6_industrial_products_and_services,2018-2019,8488486.84
6_industrial_products_and_services,2019-2020,9842617.51
6_industrial_products_and_services,2020-2021,14146803.39
6_industrial_products_and_services,2021-2022,12514000.98
9_human_capital,2021-2022,160316.16
NA,2021-2022,41887.42
