d_vendor_name,d_fiscal_year,total
10647802 CANADA,2018-2019,142674.84
10647802 CANADA,2019-2020,31746.95
10647802 CANADA,2020-2021,10868.01
14343878 ONTARIO,2018-2019,1646532.97
14343878 ONTARIO,2019-2020,3311159.7
14343878 ONTARIO,2020-2021,3302112.82
1568796 ONTARIO O A RENOKERW,2018-2019,1690723.89
1568796 ONTARIO O A RENOKERW,2019-2020,2821759.86
2553164 ONTARIO,2020-2021,3390000
2KEYS,2017-2018,1087802.89
2KEYS,2018-2019,381956.22
2KEYS,2019-2020,1346079.37
2KEYS,2020-2021,2607063.87
3D DATACOMM,2017-2018,130447.18
3D DATACOMM,2018-2019,105176.62
3D DATACOMM,2019-2020,10538.61
3M CANADA COMPANY,2017-2018,24636.16
4 OFFICE AUTOMATION,2017-2018,219350.24
4 OFFICE AUTOMATION,2018-2019,307964.37
4 OFFICE AUTOMATION,2019-2020,438540.74
4 OFFICE AUTOMATION,2020-2021,405632.17
4PLAN CONSULTING,2017-2018,541182.04
4PLAN CONSULTING,2018-2019,188875.16
4PLAN CONSULTING,2019-2020,141609.93
4PLAN CONSULTING,2020-2021,38771.97
5029406 MANITOBA,2017-2018,1765474.22
5029406 MANITOBA,2018-2019,793984.18
5029406 MANITOBA,2019-2020,949900
5029406 MANITOBA,2020-2021,727500
73719 NEWFOUNDLAND LABRADOR,2017-2018,990082
73719 NEWFOUNDLAND LABRADOR,2018-2019,408730.59
73719 NEWFOUNDLAND LABRADOR,2019-2020,553715.31
73719 NEWFOUNDLAND LABRADOR,2020-2021,119762.22
A J HANNA CONSTRUCTION,2017-2018,2428689.31
A J HANNA CONSTRUCTION,2018-2019,2289388.13
A J HANNA CONSTRUCTION,2019-2020,2555693.5
A J HANNA CONSTRUCTION,2020-2021,2948860.72
A SANTIN MASON CONTRACTOR,2017-2018,284760
A SANTIN MASON CONTRACTOR,2018-2019,751701.56
A SANTIN MASON CONTRACTOR,2019-2020,2509449.96
A SANTIN MASON CONTRACTOR,2020-2021,2975724.13
ABB,2017-2018,538148.23
ABB,2018-2019,442928.26
ABB,2019-2020,435282.05
ABB,2020-2021,183476.37
ABCO MAINTENANCE SYSTEMS,2017-2018,3092446.21
ABCO MAINTENANCE SYSTEMS,2018-2019,3205924.96
ABCO MAINTENANCE SYSTEMS,2019-2020,2400999.21
ABCO MAINTENANCE SYSTEMS,2020-2021,1262357.58
ABS AMERICAS,2017-2018,2181020.58
ABS AMERICAS,2018-2019,2475703.7
ABS AMERICAS,2019-2020,2482486.45
ABS AMERICAS,2020-2021,2475703.7
ACCENTURE,2018-2019,415321.15
ACCENTURE,2019-2020,282587.37
ACCENTURE,2020-2021,1095233.93
ACCESS 2 NETWORKS,2017-2018,17931.5
ACCESS 2 NETWORKS,2018-2019,206610.08
ACCESS 2 NETWORKS,2019-2020,184913.02
ACCESS 2 NETWORKS,2020-2021,52832.99
ACKLANDS GRAINGER,2017-2018,2430113.38
ACKLANDS GRAINGER,2018-2019,1580891.49
ACKLANDS GRAINGER,2019-2020,816448.82
ACKLANDS GRAINGER,2020-2021,1282247.83
ACME FUTURE SECURITY CONTROLS,2017-2018,333536.22
ACME FUTURE SECURITY CONTROLS,2018-2019,1159241.3
ACT,2017-2018,857515.61
ACT,2018-2019,1060917.07
ACT,2019-2020,757206.23
ACT,2020-2021,1762596.37
ADGA GROUP,2017-2018,11467362.5
ADGA GROUP,2018-2019,9058130.78
ADGA GROUP,2019-2020,9564938.96
ADGA GROUP,2020-2021,9891530.48
ADOBE,2018-2019,25080.9
ADRM TECHNOLOGY CONSULTING,2018-2019,14921.31
ADRM TECHNOLOGY CONSULTING,2019-2020,64213.7
ADRM TECHNOLOGY CONSULTING,2020-2021,31476.28
ADVANCED BUSINESS INTERIORS,2017-2018,55108.49
ADVANCED BUSINESS INTERIORS,2018-2019,46324.88
ADVANCED BUSINESS INTERIORS,2019-2020,11176.14
ADVANCED BUSINESS INTERIORS,2020-2021,31297.12
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,333772.69
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,591502.22
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,1544529.75
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,4091074.24
AECOM,2017-2018,1280352.2
AECOM,2018-2019,2717222.09
AECOM,2019-2020,2485904.84
AECOM,2020-2021,5220134.72
AEG,2020-2021,15902397.36
AEG FUELS,2017-2018,643038.2
AEG FUELS,2019-2020,3905148.98
AEG FUELS,2020-2021,13658991.72
AEREX AVIONICS,2017-2018,2396748.93
AEREX AVIONICS,2018-2019,2901730.96
AEREX AVIONICS,2019-2020,3941812.3
AEREX AVIONICS,2020-2021,4043926.3
AEREX AVIONICS AEREX AVIONIQUE INC,2017-2018,3432168.33
AEREX AVIONICS AEREX AVIONIQUE INC,2018-2019,2178270.46
AEREX AVIONICS AEREX AVIONIQUE INC,2019-2020,1934786.95
AEREX AVIONICS AEREX AVIONIQUE INC,2020-2021,1156091.95
AERO FEU,2017-2018,6450954.04
AERO FEU,2018-2019,6215854.11
AERO FEU,2019-2020,6258147.3
AFW CONSTRUCTION,2017-2018,1761000.52
AFW CONSTRUCTION,2018-2019,1575946.46
AFW CONSTRUCTION,2019-2020,1248932.7
AFW CONSTRUCTION,2020-2021,625893.53
AGC AND ASSOCIATES,2017-2018,262688
AGC AND ASSOCIATES,2018-2019,1334341.05
AGC AND ASSOCIATES,2019-2020,2266484.26
AGC AND ASSOCIATES,2020-2021,287942.71
AGILENT,2017-2018,460457.31
AGILENT,2018-2019,367898.89
AGILENT,2019-2020,160096.49
AGILENT,2020-2021,91905.26
AINSWORTH,2019-2020,17606.5
AINSWORTH,2020-2021,576390.74
AIR INUIT,2017-2018,179797.86
AIR INUIT,2018-2019,181418.22
AIR INUIT,2019-2020,30901.9
AIR LIQUIDE CANADA,2017-2018,194933.05
AIR LIQUIDE CANADA,2018-2019,24353.16
AIR LIQUIDE CANADA,2019-2020,34414.4
AIR LIQUIDE CANADA,2020-2021,73984.69
AIR TINDI,2020-2021,234751.2
AIRBORNE SYSTEMS,2017-2018,5611281.57
AIRBORNE SYSTEMS,2018-2019,5590662.22
AIRBORNE SYSTEMS,2019-2020,4212142.77
AIRBOSS DEFENSE,2017-2018,1190415.12
AIRBOSS DEFENSE,2018-2019,1190415.12
AIRBOSS DEFENSE,2019-2020,1193676.53
AIRBOSS DEFENSE,2020-2021,1190415.12
AIRBUS,2017-2018,241992432.75
AIRBUS,2018-2019,242933927.95
AIRBUS,2019-2020,252771646.46
AIRBUS,2020-2021,247026915.59
ALLEN HASTINGS,2017-2018,531373.06
ALLIANT TECHSYSTEMS OPERATIONS,2017-2018,6794161.1
ALLIANT TECHSYSTEMS OPERATIONS,2018-2019,4696391.41
ALLIANT TECHSYSTEMS OPERATIONS,2019-2020,3261025.53
ALLIANT TECHSYSTEMS OPERATIONS,2020-2021,3252115.63
ALMIQ CONTRACTING,2017-2018,13085882.54
ALMIQ CONTRACTING,2018-2019,6560867.14
ALPINE HELICOPTERS,2017-2018,10999.28
ALPINE HELICOPTERS,2018-2019,4128.5
ALS CANADA,2017-2018,446467.61
ALS CANADA,2018-2019,131150.7
ALS CANADA,2019-2020,325979.72
ALS CANADA,2020-2021,680950.5
ALTIS HUMAN RESOURCES,2017-2018,11016788.76
ALTIS HUMAN RESOURCES,2018-2019,10526944.17
ALTIS HUMAN RESOURCES,2019-2020,11243654.4
ALTIS HUMAN RESOURCES,2020-2021,6273972.35
AMAN BUILDERS,2017-2018,13145320.02
AMAN BUILDERS,2018-2019,11678421.28
AMAN BUILDERS,2019-2020,3455532.87
AMAZON,2020-2021,147819.93
AMEC CONSTRUCTION,2017-2018,401706.86
AMEC CONSTRUCTION,2018-2019,16787.16
AMEC CONSTRUCTION,2019-2020,1944525.13
AMEC CONSTRUCTION,2020-2021,442316.87
AMEC FOSTER WHEELER AMERICAS,2017-2018,94007.55
AMERESCO CANADA,2018-2019,2645115.81
AMERESCO CANADA,2019-2020,2766035.39
AMERESCO CANADA,2020-2021,2758477.92
AMERICAN BUREAU OF SHIPPING,2017-2018,13212.71
AMRON CONSTRUCTION,2017-2018,1639124.19
AMRON CONSTRUCTION,2018-2019,2897922.66
AMRON CONSTRUCTION,2019-2020,1359033.56
AMRON CONSTRUCTION,2020-2021,887902.86
AMTEK ENGINEERING,2017-2018,3166346.97
AMTEK ENGINEERING,2018-2019,1951178.51
AMTEK ENGINEERING,2019-2020,798415.04
AMTEK ENGINEERING,2020-2021,257484.39
ANIXTER CANADA,2017-2018,714561.79
ANIXTER CANADA,2018-2019,940145.14
ANIXTER CANADA,2019-2020,1990049.91
ANIXTER CANADA,2020-2021,914964.7
ANSYS CANADA,2017-2018,210875.41
ANSYS CANADA,2018-2019,290746.06
ANSYS CANADA,2019-2020,216128.44
AON REED STENHOUSE,2017-2018,4852.77
AON REED STENHOUSE,2018-2019,95404.98
AON REED STENHOUSE,2019-2020,77825.58
AON REED STENHOUSE,2020-2021,3046.53
APEX STEEL GAS,2017-2018,273464.13
APEX STEEL GAS,2018-2019,1251315.19
APEX STEEL GAS,2019-2020,1053144.04
APEX STEEL GAS,2020-2021,3136711.13
APPAREL TRIMMINGS,2017-2018,1185676.18
APPAREL TRIMMINGS,2018-2019,448708.36
APPAREL TRIMMINGS,2019-2020,4895629.68
APPAREL TRIMMINGS,2020-2021,5396750
