owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,854151.4430200731
aandc-aadnc,2018-2019,854151.4430200731
aandc-aadnc,2019-2020,985910.0639598541
aandc-aadnc,2020-2021,854151.4430200731
acoa-apeca,2017-2018,5490.1
acoa-apeca,2018-2019,19464.9
acoa-apeca,2019-2020,19550
atssc-scdata,2017-2018,6908.1636868686865
atssc-scdata,2018-2019,81338.05631313131
cas-satj,2018-2019,24789.38
cas-satj,2019-2020,30510
cas-satj,2020-2021,9048.30882352941
cbsa-asfc,2017-2018,568193.2958436029
cbsa-asfc,2018-2019,430708.37774163083
cbsa-asfc,2019-2020,2155271.195871864
cbsa-asfc,2020-2021,1038081.0681509026
cer-rec,2017-2018,326948.2758620689
cer-rec,2018-2019,24999.999999999996
cer-rec,2019-2020,40687.5
cfia-acia,2017-2018,69156
cfia-acia,2019-2020,81360
cgc-ccg,2017-2018,39353.24771084337
cgc-ccg,2018-2019,51305.87119386637
cgc-ccg,2019-2020,51446.43522453449
cgc-ccg,2020-2021,8574.405870755749
cic,2017-2018,162537.71
cihr-irsc,2019-2020,24916.5
cnsc-ccsn,2018-2019,24577.5
cnsc-ccsn,2019-2020,38137.5
cnsc-ccsn,2020-2021,65229.25
dfatd-maecd,2017-2018,936798.5634582427
dfatd-maecd,2018-2019,1170452.134919658
dfatd-maecd,2019-2020,1250146.7788635606
dfatd-maecd,2020-2021,1316150.850283744
dfo-mpo,2019-2020,9968.59296482412
dfo-mpo,2020-2021,29706.40703517588
dnd-mdn,2019-2020,20832.222595266074
dnd-mdn,2020-2021,409955.74451348727
ec,2017-2018,24845.88
ec,2018-2019,141721.056
ec,2019-2020,56610.814000000006
elections,2018-2019,2246888.1572734225
elections,2019-2020,2253044.015238555
elections,2020-2021,1639403.893744011
esdc-edsc,2020-2021,45987.226884273
fcac-acfc,2018-2019,431856.33999999997
fin,2017-2018,56642.30641791045
fin,2020-2021,13242.1875
hc-sc,2017-2018,243979.93253968254
hc-sc,2018-2019,206640.25992063494
hc-sc,2019-2020,207206.39761904764
hc-sc,2020-2021,221570.68545254983
iaac-aeic,2020-2021,95048.23
ic,2017-2018,1017310.5531750289
ic,2018-2019,996765.3803310613
ic,2019-2020,17797.5
ic,2020-2021,69492.90999999999
infc,2018-2019,244911.71677619283
infc,2019-2020,218260.51684082847
infc,2020-2021,34608.726382978726
isc-sac,2017-2018,79800
isc-sac,2018-2019,177600.61000000002
isc-sac,2020-2021,170162.8652429066
jus,2017-2018,115799.88888888889
jus,2018-2019,96526.24743326489
jus,2019-2020,197444.0087287486
jus,2020-2021,236955.7479459955
nrc-cnrc,2017-2018,73045.88
nrc-cnrc,2020-2021,56679.14634146341
nrcan-rncan,2017-2018,860315.9468085107
nrcan-rncan,2018-2019,97346.87096122479
nrcan-rncan,2019-2020,188447.1181242896
nrcan-rncan,2020-2021,588523.4287751487
nserc-crsng,2018-2019,23672.013157894737
nserc-crsng,2019-2020,35313.98684210527
oag-bvg,2017-2018,83566.35073429951
oag-bvg,2018-2019,102154.39188744438
oag-bvg,2019-2020,159101.12085896154
oag-bvg,2020-2021,166764.13551575987
ocol-clo,2017-2018,113873.09511861314
ocol-clo,2018-2019,149729.5107208029
ocol-clo,2019-2020,214686.7712819714
ocol-clo,2020-2021,250489.46314949208
oic-ci,2018-2019,68783.79
opc-cpvp,2017-2018,13222.125
opc-cpvp,2018-2019,9772.875
opc-cpvp,2020-2021,30329.69726519337
osfi-bsif,2017-2018,86898.59154929577
osfi-bsif,2018-2019,221123.18336653383
osfi-bsif,2019-2020,102503.16663346613
osfi-bsif,2020-2021,109090.2
pc,2020-2021,47356.68856132075
pch,2017-2018,339056.82949691446
pch,2018-2019,481582.7652126983
pch,2019-2020,302192.4051458802
pch,2020-2021,381917.3416945896
pco-bcp,2018-2019,24577.5
pco-bcp,2019-2020,45200
phac-aspc,2017-2018,68459.81363636363
phac-aspc,2018-2019,211207.749785055
phac-aspc,2019-2020,86282.33657858137
polar-polaire,2019-2020,69071.11396468699
polar-polaire,2020-2021,97716.88603531299
ppsc-sppc,2017-2018,10978.977272727274
ppsc-sppc,2018-2019,37752.27272727273
ppsc-sppc,2019-2020,38307
ppsc-sppc,2020-2021,38137.5
ps-sp,2018-2019,730278.7687462508
ps-sp,2019-2020,1272400.6536785616
ps-sp,2020-2021,1340098.6722122603
pwgsc-tpsgc,2017-2018,148896.39348728818
pwgsc-tpsgc,2018-2019,343726.419770749
pwgsc-tpsgc,2019-2020,560280.1511725022
pwgsc-tpsgc,2020-2021,717170.4068377517
rcmp-grc,2019-2020,39550
ssc-spc,2017-2018,168548.08691939892
ssc-spc,2018-2019,168548.08691939892
ssc-spc,2019-2020,98819.9742486339
ssc-spc,2020-2021,39324
tc,2018-2019,180050.17408906884
tc,2019-2020,172905.32591093116
tc,2020-2021,113522.62999999999
vac-acc,2017-2018,24521
vac-acc,2018-2019,734235.6514052214
vac-acc,2019-2020,880573.1434331917
vac-acc,2020-2021,903179.7058828278
