owner_org,d_fiscal_year,total
chrc-ccdp,2019-2020,23717.627737226278
chrc-ccdp,2020-2021,121928.6496350365
dnd-mdn,2019-2020,67634.85
dnd-mdn,2020-2021,183889.55
ec,2019-2020,48816
feddevontario,2018-2019,12608.2
feddevontario,2019-2020,94994.31993055556
feddevontario,2020-2021,82728.1033564815
hc-sc,2017-2018,35877.5
hc-sc,2018-2019,118473.72
hc-sc,2019-2020,13938.362499836878
hc-sc,2020-2021,228480.87652171426
isc-sac,2020-2021,2127.379071925754
nrcan-rncan,2017-2018,44981.992
nrcan-rncan,2018-2019,149258.42799999999
phac-aspc,2017-2018,0
phac-aspc,2018-2019,0
phac-aspc,2019-2020,0
phac-aspc,2020-2021,221025.19789999194
pwgsc-tpsgc,2017-2018,803111.9538419826
pwgsc-tpsgc,2018-2019,1787308.331096536
pwgsc-tpsgc,2019-2020,4124646.939049592
pwgsc-tpsgc,2020-2021,4720867.683915151
