owner_org,d_fiscal_year,total
aandc-aadnc,2018-2019,18155.04
aandc-aadnc,2019-2020,241205.6010928962
aandc-aadnc,2020-2021,704320.3551912569
cic,2017-2018,40109155.90781114
cic,2018-2019,40109155.90781114
cic,2019-2020,107954473.65618871
cic,2020-2021,115427635.2709233
dfatd-maecd,2017-2018,181915.98219442868
dfatd-maecd,2018-2019,222816.55537237073
dfatd-maecd,2019-2020,223427.0116884594
dfatd-maecd,2020-2021,222816.55537237073
dnd-mdn,2017-2018,309918.9399305556
dnd-mdn,2018-2019,309918.9399305556
dnd-mdn,2019-2020,310768.0329166667
dnd-mdn,2020-2021,309918.9399305556
isc-sac,2018-2019,18155.04
isc-sac,2019-2020,249052.3394808743
isc-sac,2020-2021,727232.8312841529
rcmp-grc,2019-2020,480608.9246437055
rcmp-grc,2020-2021,786646.8945961995
tc,2017-2018,760395.3401076565
tc,2018-2019,127079.76916867685
