d_vendor_name,d_fiscal_year,total
ACTION PERSONNEL OF OTTAWA HULL,2017-2018,21490.815789473687
ADAPTEK SYSTEMS,2018-2019,15243.7
ADR OTTAWA,2017-2018,16059.999999999998
ADR OTTAWA,2018-2019,27600
ALTRUISTIC INFORMATICS CONSULTING,2018-2019,17327.228855721394
ALTRUISTIC INFORMATICS CONSULTING,2019-2020,7549.721144278607
APTUS CONFLICT SOLUTIONS,2019-2020,18320
APTUS CONFLICT SOLUTIONS,2020-2021,36000
ATLANTIC CANADA OPPORTUNITIES AGENCY,2020-2021,10453
BELL CANADA,2017-2018,15322.8
BELL CANADA,2018-2019,75324.09999999999
BELL CANADA,2019-2020,15193.710000000003
BELL CANADA,2020-2021,28858.530000000002
BENNETT DAVID LL B,2017-2018,32715.8
C L A PERSONNEL,2017-2018,3897.8915625
C L A PERSONNEL,2018-2019,9961.2784375
CANADIAN HUMAN RIGHTS COMMISSION,2017-2018,270884.3203125
CANADIAN HUMAN RIGHTS COMMISSION,2018-2019,360849.55078125
CANADIAN HUMAN RIGHTS COMMISSION,2019-2020,361838.1796875
CANADIAN HUMAN RIGHTS COMMISSION,2020-2021,557905.9282141838
CDW CANADA,2020-2021,49581.41282191781
CORRECTIONAL SERVICES CANADA,2019-2020,138045.14
DE LA DURANTAYE MANAGEMENT,2017-2018,18982.342145790553
DE LA DURANTAYE MANAGEMENT,2018-2019,18982.342145790553
DE LA DURANTAYE MANAGEMENT,2019-2020,19034.348562628336
DE LA DURANTAYE MANAGEMENT,2020-2021,18982.342145790553
DECISIVE TECHNOLOGIES,2020-2021,169001.59
DELOITTE AND TOUCHE,2017-2018,24835.14
DENTONS CANADA,2017-2018,65055.03333333333
DENTONS CANADA,2018-2019,107443.83333333334
DENTONS CANADA,2019-2020,107738.2
DENTONS CANADA,2020-2021,107443.83333333334
EXCEL HUMAN RESOURCES,2018-2019,9014.659130434782
EXCEL HUMAN RESOURCES,2019-2020,42819.63086956521
GLOBAL MINDFUL SOLUTIONS,2018-2019,34900
GLOBAL MINDFUL SOLUTIONS,2019-2020,16277.243529411764
GLOBAL MINDFUL SOLUTIONS,2020-2021,15510.35294117647
GOSS GILROY,2017-2018,4208.072916666666
GOSS GILROY,2018-2019,23335.677083333332
GOSS GILROY,2019-2020,35264.86274509804
GOSS GILROY,2020-2021,3833.137254901961
GOWLING WLG,2020-2021,24686.759581881535
JACQUES PAQUETTE,2018-2019,3701.9155844155844
JACQUES PAQUETTE,2019-2020,9962.508116883117
JACQUES PAQUETTE,2020-2021,9935.288149350648
JUSTICE CANADA,2020-2021,25000
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,2019-2020,269.5735213581599
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,2020-2021,3174.0108159912375
KPMG,2019-2020,36725
MAPLESOFT CONSULTING,2017-2018,31131.5
MEDIUMCUBE,2017-2018,7278.190684931506
MEDIUMCUBE,2018-2019,9695.4
MEDIUMCUBE,2019-2020,15491.239752824991
MEDIUMCUBE,2020-2021,17352.80403556772
MIKE BLOCK CONSULTING,2017-2018,11187
"NASHEL MANAGEMENT",2017-2018,3785.5
"NASHEL MANAGEMENT",2018-2019,20622.5
"NASHEL MANAGEMENT",2019-2020,24999.889999999996
"NASHEL MANAGEMENT",2020-2021,24999.669999999995
NORTHERN MICRO,2017-2018,28896.364772727276
OTUS GROUP,2017-2018,24860
OTUS STRATEGIC FINANCIAL BUSINESS PLANNING GROUP,2020-2021,28249.999999999996
PUBLIC SERVICES AND PROCUREMENT CANADA,2018-2019,551561.6061559508
PUBLIC SERVICES AND PROCUREMENT CANADA,2019-2020,717761.3754046243
PUBLIC SERVICES AND PROCUREMENT CANADA,2020-2021,170646.75947980836
S A G E CONSULTING,2017-2018,18811.50290896646
S A G E CONSULTING,2018-2019,18811.50290896646
SHARED SERVICES CANADA,2019-2020,24307.999999999996
SHARED SERVICES CANADA,2020-2021,27804.000000000004
SOFTCHOICE,2017-2018,13123.849999999999
SOFTCHOICE,2019-2020,17658.274414168936
SOFTCHOICE,2020-2021,804.9355858310627
THE ACCESS INFORMATION AGENCY,2017-2018,27895.632857142857
TRAXLER HAINES,2019-2020,15400.000000000002
TYCO INTEGRATED SECURITY CANADA,2019-2020,8379.750861589771
TYCO INTEGRATED SECURITY CANADA,2020-2021,9049.139244024458
WEBDRIVE CANADA,2017-2018,62231.030336458905
WEBDRIVE CANADA,2018-2019,62231.030336458905
WEBDRIVE CANADA,2019-2020,62401.526309983456
WEBDRIVE CANADA,2020-2021,39756.06
WESTERN ECONOMIC DIVERSIFICATION CANADA,2019-2020,11140
YINGST BARTEL ADR,2017-2018,58800
