d_vendor_name,d_fiscal_year,total
A NET SOLUTIONS,2017-2018,25027.226473629784
A NET SOLUTIONS,2018-2019,38707.36297828335
A NET SOLUTIONS,2019-2020,38813.41054808687
A NET SOLUTIONS,2020-2021,40868.33333333333
ADVANCED BUSINESS INTERIORS,2017-2018,11435.6
ADVANCED BUSINESS INTERIORS,2018-2019,10879.64
ADVANCED BUSINESS INTERIORS,2019-2020,176.25270270270272
ADVANCED BUSINESS INTERIORS,2020-2021,12866.447297297298
APPLIED ELECTONICS,2019-2020,982.2683109919572
APPLIED ELECTONICS,2020-2021,44815.99168900805
BMC SOFTWARE CANADA,2019-2020,18.44104927007299
BMC SOFTWARE CANADA,2020-2021,6730.982983576641
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,15211.710000000001
CANON,2017-2018,754.6927163198247
CANON,2018-2019,5674.8680449069
CANON,2019-2020,7724.614403066812
CANON,2020-2021,7703.508899233297
CONTRACT COMMUNITY,2017-2018,22148
CONTRACT COMMUNITY,2018-2019,24521.000000000004
CSDC SYSTEMS,2017-2018,2191.0699999999997
DECISIVE TECHNOLOGIES,2020-2021,3463.95785046729
EVISION INV SOFTSIM TECHNOLOGIES IN JOINT VENTURE,2019-2020,44294.26286486487
EVISION INV SOFTSIM TECHNOLOGIES IN JOINT VENTURE,2020-2021,31230.517135135135
EXCEL HUMAN RESOURCES,2017-2018,4520.1011320754715
EXCEL HUMAN RESOURCES,2018-2019,115262.57886792453
FRANKLINCOVEY CANADA,2019-2020,21239.51
GARTNER,2017-2018,22188.786082191782
GRAND TOY,2020-2021,13342.65
GROUPE INTERSOL GROUP,2018-2019,22374
HUMANSCALE CANADA,2017-2018,24965.38
IMATICS,2017-2018,15672.3461978022
IMATICS,2018-2019,15934.279560439563
IMATICS,2019-2020,15977.935120879123
IMATICS,2020-2021,15934.279560439563
ITEX,2017-2018,40856.89377049179
ITEX,2018-2019,9888.426229508197
ITEX,2019-2020,64915.11
ITEX,2020-2021,27777.879999999997
JIM PATTISON INDUSTRIES,2018-2019,21541.09
LUMINA IT,2019-2020,28966.833333333332
LUMINA IT,2020-2021,15780.166666666668
MAXSYS STAFFING AND CONSULTING,2018-2019,24998.97
MICROSOFT CANADA,2017-2018,10729.19
MICROSOFT CANADA,2018-2019,11069.6
MICROSOFT CANADA,2019-2020,22895.639781121754
MICROSOFT CANADA,2020-2021,11424.340218878251
NEXT TECHNOLOGY SYSTEMS,2017-2018,20374.648492462315
NISHA TECHONOLOGIES,2020-2021,16473.16
NORTHERN MICRO,2018-2019,24754.82
OPENCONCEPT CONSULTING,2020-2021,52545
PROACTIVE SECURITY,2019-2020,34465
QMR,2017-2018,108214.11764705883
RYAN SMITH DESIGN ASSOCIATES,2017-2018,21679.05
RYAN SMITH DESIGN ASSOCIATES,2018-2019,24747
SOFTCHOICE,2018-2019,3534.492328767123
SOFTCHOICE,2019-2020,10799.837671232877
SOFTCHOICE,2020-2021,1122.3451612903225
TAG HR THE ASSOCIATES GROUP,2018-2019,17284.594155844155
TAG HR THE ASSOCIATES GROUP,2019-2020,25304.645844155842
TEKNION,2018-2019,18433.629999999997
TERAMACH TECHNOLOGIES,2020-2021,23533.089999999997
VMWARE,2017-2018,3205.634644808743
VMWARE,2018-2019,18496.832963510147
VMWARE,2019-2020,9463.396221837087
VMWARE,2020-2021,3981.8661698440205
WORKSPACE INTERIORS,2018-2019,14704.69
ZYCOM,2017-2018,224726.24000000002
ZYCOM,2018-2019,67631.58
ZYCOM,2020-2021,4900.443929712461
