d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,588896.89,604116.98
11_defence,2018-2019,678067.40,688612.35
11_defence,2019-2020,679925.12,674187.24
11_defence,2020-2021,510872.70,487184.98
2_professional_services,2018-2019,447278.27,451943.24
2_professional_services,2019-2020,1748323.24,1733410.26
2_professional_services,2020-2021,1376425.44,1305797.56
2_professional_services,2021-2022,313868.52,245528.24
3_information_technology,2017-2018,303418.78,311143.67
3_information_technology,2018-2019,408356.41,414615.64
3_information_technology,2019-2020,184405.39,182767.25
3_information_technology,2020-2021,619849.96,588982.04
3_information_technology,2021-2022,573470.45,450125.17
