owner_org,d_fiscal_year,total
chrc-ccdp,2019-2020,4744.64
chrc-ccdp,2020-2021,17317.93
chrc-ccdp,2021-2022,17317.93
cics-scic,2019-2020,24690.50
cics-scic,2020-2021,24860.00
cics-scic,2021-2022,35074.07
cnsc-ccsn,2019-2020,39995.22
cpc-cpp,2019-2020,29195.14
cpc-cpp,2020-2021,53196.92
cpc-cpp,2021-2022,24860.00
dnd-mdn,2017-2018,588896.89
dnd-mdn,2018-2019,678067.40
dnd-mdn,2019-2020,994653.55
dnd-mdn,2020-2021,824741.22
dnd-mdn,2021-2022,313868.52
hc-sc,2018-2019,447278.27
hc-sc,2019-2020,1423511.73
hc-sc,2020-2021,1009360.00
oic-ci,2018-2019,15403.90
oic-ci,2019-2020,57161.96
oic-ci,2020-2021,44622.41
osgg-bsgg,2017-2018,303418.78
osgg-bsgg,2018-2019,392952.51
osgg-bsgg,2019-2020,38701.01
osgg-bsgg,2020-2021,493958.12
osgg-bsgg,2021-2022,493183.11
wage,2020-2021,39091.50
wage,2021-2022,3035.34
