d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,278663.66
1_facilities_and_construction,2018-2019,39550.00
1_facilities_and_construction,2020-2021,11017.50
2_professional_services,2017-2018,129407.67
2_professional_services,2018-2019,96072.88
2_professional_services,2020-2021,29687.73
3_information_technology,2020-2021,15933.00
6_industrial_products_and_services,2018-2019,1431283.93
6_industrial_products_and_services,2019-2020,2844210.00
6_industrial_products_and_services,2020-2021,1429876.07
