d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,78561.00,72077.13
11_defence,2018-2019,849079.75,858540.67
11_defence,2019-2020,904203.45,905720.69
11_defence,2020-2021,163078.21,153557.38
11_defence,2021-2022,185319.00,169073.60
3_information_technology,2021-2022,42097.70,38546.71
5_transportation_and_logistics,2017-2018,1156942.06,1185508.96
5_transportation_and_logistics,2018-2019,800355.76,813048.39
5_transportation_and_logistics,2019-2020,510448.36,503559.77
5_transportation_and_logistics,2020-2021,1458302.30,1390273.71
5_transportation_and_logistics,2021-2022,338475.34,312339.89
6_industrial_products_and_services,2018-2019,17026.84,17333.91
6_industrial_products_and_services,2019-2020,55713.00,54661.12
6_industrial_products_and_services,2020-2021,39086.25,37524.13
