d_vendor_name,d_fiscal_year,total
10647802 CANADA,2017-2018,50703.183628318584
10647802 CANADA,2018-2019,789872.0690033187
10647802 CANADA,2019-2020,323029.0363112105
10647802 CANADA,2020-2021,357207.9887144169
1X1 ARCHITECTURE,2017-2018,123652.70202020202
1X1 ARCHITECTURE,2018-2019,107109.98737373737
1X1 ARCHITECTURE,2019-2020,235899.45518341308
1X1 ARCHITECTURE,2020-2021,170043.6715842637
2220742 ONTARIO,2018-2019,1162751.7542028986
2220742 ONTARIO,2019-2020,950752.6057971015
2220742 ONTARIO,2020-2021,56473.23602941177
4083261 CANADA,2017-2018,861390.2614925375
4083261 CANADA,2018-2019,449496.2083268783
4083261 CANADA,2019-2020,843669.8063981408
4083261 CANADA,2020-2021,841364.6976374902
727619 ALBERTA O A ROUGHRIDER,2017-2018,148884.03569011576
727619 ALBERTA O A ROUGHRIDER,2018-2019,2012691.593588602
727619 ALBERTA O A ROUGHRIDER,2019-2020,2018205.8171326804
727619 ALBERTA O A ROUGHRIDER,2020-2021,2012691.593588602
736902 ONTARIO,2017-2018,515581.56662125344
736902 ONTARIO,2018-2019,1030098.2237787467
736902 ONTARIO,2019-2020,421227.7896
736902 ONTARIO,2020-2021,4327390.42721519
73719 NEWFOUNDLAND LABRADOR,2018-2019,122640.32
898845 ALBERTA,2019-2020,649775.53
898845 ALBERTA,2020-2021,914825.8949340369
9090 5092 QUEBEC,2017-2018,2638469.608554913
9090 5092 QUEBEC,2018-2019,6046597.565935555
9090 5092 QUEBEC,2019-2020,5028699.145509531
9099 3593 QUEBEC INTER PROJE,2018-2019,1093716.7072455753
9099 3593 QUEBEC INTER PROJE,2019-2020,2313874.652323009
9099 3593 QUEBEC INTER PROJE,2020-2021,2515845.5822519967
9275 0181 QUEBEC,2018-2019,1095100.7231465848
9275 0181 QUEBEC,2019-2020,1936265.0467229472
9275 0181 QUEBEC,2020-2021,1930974.705065234
A SANTIN MASON CONTRACTOR,2017-2018,832624.1730066023
A SANTIN MASON CONTRACTOR,2018-2019,832624.1730066023
A SANTIN MASON CONTRACTOR,2019-2020,834905.3351244286
A SANTIN MASON CONTRACTOR,2020-2021,417452.6675622143
ABB,2018-2019,15210.02
ABI AMEUBLEMENT BUREAU INTERIEUR,2017-2018,10134.81
ACKLANDS GRAINGER,2017-2018,14425.31
ACKLANDS GRAINGER,2018-2019,22253.480000000003
ADVANCED BUSINESS INTERIORS,2017-2018,45912.37
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,103493.48136612022
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,60618.853225726816
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,72574.36112745592
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,68904.88882272416
AECOM,2017-2018,5192072.943694781
AECOM,2018-2019,7255409.265403967
AECOM,2019-2020,5854124.667770756
AECOM,2020-2021,3624933.933725756
AGILENT,2017-2018,169256.3558282209
AGILENT,2018-2019,21293.269999999997
AGILENT,2019-2020,8515.912472527472
AGILENT,2020-2021,14452.017527472526
