owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,398834.97,408455.60
aafc-aac,2018-2019,195657.65,198615.50
aafc-aac,2019-2020,450734.75,444455.69
aafc-aac,2020-2021,636054.79,601260.82
aafc-aac,2021-2022,311604.83,160143.61
aandc-aadnc,2018-2019,62990.55,64193.73
aandc-aadnc,2021-2022,19422.89,0.00
csa-asc,2017-2018,11727.46,12003.90
csa-asc,2020-2021,22875.97,21540.42
csa-asc,2021-2022,61967.80,58231.82
dfo-mpo,2017-2018,859685.41,880140.58
dfo-mpo,2018-2019,781153.86,788975.89
dfo-mpo,2019-2020,403839.69,397370.31
dfo-mpo,2020-2021,986655.51,932427.97
dfo-mpo,2021-2022,1146910.35,342409.22
dnd-mdn,2017-2018,92402.06,94789.00
dnd-mdn,2018-2019,189445.52,192046.72
dnd-mdn,2019-2020,922876.89,912845.77
dnd-mdn,2020-2021,463963.81,440048.24
dnd-mdn,2021-2022,134105.36,90501.18
ec,2017-2018,1936249.00,1983966.37
ec,2018-2019,1287067.93,1303215.65
ec,2019-2020,2363001.12,2339541.90
ec,2020-2021,2325045.10,2209860.49
ec,2021-2022,2067818.67,1377492.50
hc-sc,2021-2022,76840.00,11701.81
nrc-cnrc,2017-2018,138550.43,142022.32
nrc-cnrc,2018-2019,578842.63,587115.39
nrc-cnrc,2019-2020,425700.28,418992.41
nrc-cnrc,2020-2021,356408.45,337662.25
nrc-cnrc,2021-2022,242318.94,100266.02
nrcan-rncan,2017-2018,145719.54,149169.26
nrcan-rncan,2018-2019,225581.52,228087.25
nrcan-rncan,2019-2020,130779.21,128519.80
nrcan-rncan,2020-2021,347675.95,328226.47
nrcan-rncan,2021-2022,201396.18,137690.64
pc,2017-2018,48157.60,49315.21
pc,2018-2019,91953.49,93111.71
pc,2019-2020,400648.55,392212.24
pc,2020-2021,351133.14,332829.28
pc,2021-2022,255341.92,165732.30
