d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACOSYS CONSULTING SERVICES,2021-2022,44840.25,42113.10
ACTION PERSONNEL OF OTTAWA HULL,2018-2019,54577.01,55215.55
ACTION PERSONNEL OF OTTAWA HULL,2019-2020,50957.11,51001.90
ADVANCED BUSINESS INTERIORS,2019-2020,14169.06,13881.07
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,22954.37,22398.86
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,95235.40,90603.47
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,136107.23,128412.44
ALTIS HUMAN RESOURCES,2018-2019,10816.61,10936.66
ALTIS HUMAN RESOURCES,2019-2020,447544.89,440150.81
ALTIS HUMAN RESOURCES,2020-2021,449047.12,425956.72
ALTIS HUMAN RESOURCES,2021-2022,206665.70,190474.66
ANTHONY MACAULEY ASSOCIATES,2019-2020,22658.93,22110.57
ANTHONY MACAULEY ASSOCIATES,2020-2021,1029.95,972.25
ARTEMP PERSONNEL SERVICES,2018-2019,1864.58,1884.48
ARTEMP PERSONNEL SERVICES,2019-2020,5249.50,5205.20
ARTEMP PERSONNEL SERVICES,2021-2022,7862.26,7101.19
BELL CANADA,2019-2020,127472.49,125852.89
BELL CANADA,2020-2021,159814.68,152907.44
BELL CANADA,2021-2022,339341.27,316724.97
BLACKBERRY,2019-2020,34174.62,34035.09
BLACKBERRY,2020-2021,47196.93,44907.51
BLACKBERRY,2021-2022,284915.36,269404.89
BRECKENHILL,2019-2020,102431.23,102135.89
BRECKENHILL,2020-2021,39663.00,37995.81
BRECKENHILL,2021-2022,98175.00,90527.43
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,45014.66,44075.35
CALIAN,2020-2021,89244.60,84310.84
CALIAN,2021-2022,82406.87,75770.18
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,11703.55,11105.94
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,15806.52,14834.43
CBCI TELECOM,2018-2019,97443.97,98402.72
CBCI TELECOM,2019-2020,301692.16,297543.31
CBCI TELECOM,2020-2021,56436.08,53584.36
CBCI TELECOM,2021-2022,42326.90,39101.86
CISION CANADA,2020-2021,47838.90,45530.99
CISION CANADA,2021-2022,67853.72,62968.89
CONVERSART CONSULTING,2019-2020,24759.00,24494.14
CONVERSART CONSULTING,2020-2021,79569.00,75466.53
CONVERSART CONSULTING,2021-2022,35910.00,33326.69
CORCAN,2019-2020,469080.00,459160.84
CSDC SYSTEMS,2019-2020,6364.10,6285.13
CSDC SYSTEMS,2020-2021,8446.89,8030.21
CSDC SYSTEMS,2021-2022,2105.94,1991.29
CSI CONSULTING,2021-2022,39668.10,37322.63
DONNA CONA,2019-2020,52313.63,52324.13
DONNA CONA,2021-2022,139410.07,130514.07
EKOS RESEARCH ASSOCIATES,2019-2020,13797.00,13805.44
ENVIRONICS RESEARCH GROUP,2021-2022,73314.58,66498.39
EXCEL HUMAN RESOURCES,2018-2019,60865.56,61490.51
EXCEL HUMAN RESOURCES,2019-2020,128426.48,127724.49
EXCEL HUMAN RESOURCES,2020-2021,462724.78,439325.32
EXCEL HUMAN RESOURCES,2021-2022,199106.79,186066.20
FERENCE COMPANY CONSULTING,2021-2022,79850.14,74543.59
FORD MOTOR COMPANY,2021-2022,7907.63,7142.17
GARTNER,2019-2020,226.04,220.57
GARTNER,2020-2021,115154.68,109178.58
GARTNER,2021-2022,156397.89,145143.49
GOSS GILROY,2021-2022,73946.25,69177.47
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,13149.66,12381.96
GRAYBRIDGE INTERNATIONAL CONSULTING,2021-2022,34195.78,31722.05
HEWLETT PACKARD,2020-2021,165394.52,157257.71
HEWLETT PACKARD,2021-2022,119364.92,112524.65
HYPERTEC,2019-2020,48426.16,47409.09
HYPERTEC,2021-2022,16136.74,14574.70
IDS SYSTEMS CONSULTANTS,2020-2021,39091.50,36873.81
IDS SYSTEMS CONSULTANTS,2021-2022,3035.34,2741.52
INSTITUTE ON GOVERNANCE,2018-2019,764.33,771.85
INSTITUTE ON GOVERNANCE,2019-2020,23235.67,23268.64
ITEX,2019-2020,21866.87,21337.68
JUMPING ELEPHANTS,2021-2022,71561.18,64882.70
LANGUAGE MARKETPLACE,2020-2021,11336.54,10674.69
LEVERAGE TECHNOLOGY RESOURCES,2020-2021,43883.55,41685.55
LEVERAGE TECHNOLOGY RESOURCES,2021-2022,52307.88,47804.98
LIONBRIDGE,2019-2020,16000.00,15612.79
LIONBRIDGE,2020-2021,110489.90,105071.07
LIONBRIDGE,2021-2022,101746.35,94569.47
MAPLESOFT CONSULTING,2019-2020,50090.26,48878.05
MAPLESOFT CONSULTING,2020-2021,55587.98,52473.93
MAPLESOFT CONSULTING,2021-2022,39844.59,37106.03
MAXSYS STAFFING AND CONSULTING,2019-2020,3409.98,3327.46
MAXSYS STAFFING AND CONSULTING,2020-2021,36471.98,34767.35
MEDIA Q,2019-2020,23067.01,22866.17
MEDIA Q,2020-2021,1932.99,1824.70
MEDIA Q,2021-2022,25000.00,23211.13
MICROSOFT CANADA,2019-2020,28085.93,27844.79
MICROSOFT CANADA,2020-2021,49769.70,47120.69
MICROSOFT CANADA,2021-2022,178253.02,165328.76
MISHKUMI TECHNOLOGIES,2018-2019,72395.28,73107.58
MNP,2021-2022,35412.30,31984.39
N12 CONSULTING,2018-2019,105586.57,107206.46
N12 CONSULTING,2019-2020,109475.03,108551.17
N12 CONSULTING,2020-2021,20284.50,19113.34
N12 CONSULTING,2021-2022,19637.12,18568.10
"NATTIQ",2021-2022,14532.57,13211.34
NEWFOUND RECRUITING,2019-2020,24920.83,24946.45
NEWFOUND RECRUITING,2020-2021,5038.66,4757.23
NEWFOUND RECRUITING,2021-2022,40716.15,37294.69
NISHA TECHONOLOGIES,2021-2022,157223.57,143413.67
NORTHERN MICRO,2020-2021,132400.22,126677.84
PRA,2021-2022,277305.00,255931.90
PRINTERS PLUS,2020-2021,24849.10,23775.11
PURESPIRIT SOLUTIONS,2019-2020,133960.93,130719.01
PURESPIRIT SOLUTIONS,2020-2021,60879.26,58248.04
PURESPIRIT SOLUTIONS,2021-2022,127395.19,115063.34
QMR,2018-2019,731.91,739.12
QMR,2019-2020,184600.19,183451.08
QMR,2020-2021,101299.01,96115.66
QMR,2021-2022,11522.08,10406.74
QUANTUM MANAGEMENT SERVICES,2020-2021,15866.98,14940.63
QUANTUM MANAGEMENT SERVICES,2021-2022,7477.54,7070.47
RAYMOND CHABOT GRANT THORNTON,2021-2022,17330.38,15652.80
RTG PROTECH,2020-2021,57487.50,54692.19
RTG PROTECH,2021-2022,86231.25,80060.97
SAMSON ASSOCIES,2018-2019,43553.45,44025.83
SAMSON ASSOCIES,2019-2020,111472.45,110531.74
SAMSON ASSOCIES,2020-2021,111167.88,105684.00
SAMSON ASSOCIES,2021-2022,89024.74,82569.98
SDL INTERNATIONAL CANADA,2019-2020,30353.40,30007.87
SENSUS COMMUNICATION SOLUTIONS,2020-2021,30502.87,28722.05
SOFTCHOICE,2019-2020,32722.08,32688.29
SOFTCHOICE,2020-2021,38464.35,36480.66
SOFTCHOICE,2021-2022,3522.61,3190.49
STRATOS,2020-2021,7783.27,7328.87
STRATOS,2021-2022,74492.77,69564.65
SYSTEMSCOPE,2019-2020,39953.81,39192.42
SYSTEMSCOPE,2021-2022,34492.50,31384.44
THE AIM GROUP,2020-2021,13813.38,13006.93
THE AIM GROUP,2021-2022,78755.87,72276.93
THE UNIVERSITY OF WESTERN ONTARIO,2019-2020,75959.73,74121.47
THE UNIVERSITY OF WESTERN ONTARIO,2020-2021,451163.89,429004.79
THE UNIVERSITY OF WESTERN ONTARIO,2021-2022,428030.35,397792.37
TURTLE ISLAND STAFFING,2021-2022,9922.50,9313.33
UBIQUS CANADA,2019-2020,25000.00,25039.18
UBIQUS CANADA,2020-2021,225205.48,214596.56
UBIQUS CANADA,2021-2022,166774.52,155598.30
UNIVERSITY OF CALGARY,2020-2021,54428.62,51668.11
UNIVERSITY OF CALGARY,2021-2022,109156.29,101345.61
UNIVERSITY OF NEW BRUNSWICK,2020-2021,40000.00,38294.07
UNIVERSITY OF OTTAWA,2021-2022,39800.00,35947.36
UNIVERSITY OF SASKATCHEWAN,2020-2021,24931.50,23918.33
UNIVERSITY OF TORONTO,2019-2020,30000.00,29273.98
UNIVERSITY OF WATERLOO,2020-2021,15719.15,14801.43
UNIVERSITY OF WATERLOO,2021-2022,22311.04,21096.46
UNIVERSITY OF WESTERN ONTARIO,2018-2019,20614.37,20817.19
UNIVERSITY OF WESTERN ONTARIO,2019-2020,28381.19,28482.11
VERSACOM,2019-2020,39000.00,38839.47
XEROX,2018-2019,14382.39,14586.11
XEROX,2019-2020,17664.27,17515.21
XEROX,2020-2021,17616.01,16747.02
XEROX,2021-2022,17616.01,16355.50
ZYCOM,2018-2019,192585.21,194480.06
ZYCOM,2019-2020,165033.30,161039.41
ZYCOM,2020-2021,3750.34,3531.39
ZYCOM,2021-2022,32839.77,30290.00
