owner_org,d_fiscal_year,total
aafc-aac,2017-2018,964642.9022088354
aafc-aac,2018-2019,712263.0522088354
aandc-aadnc,2017-2018,679962.4478644764
aandc-aadnc,2018-2019,747283.5678644764
aandc-aadnc,2019-2020,729733.9264065708
aandc-aadnc,2020-2021,191555.11786447637
cbsa-asfc,2017-2018,692348.220004678
cbsa-asfc,2018-2019,577539.2293197465
cbsa-asfc,2019-2020,463365.44581291004
cbsa-asfc,2020-2021,346846.7054256226
cic,2017-2018,2928241.937689742
cic,2018-2019,3115551.323088976
cic,2019-2020,3187092.157270155
cic,2020-2021,3887153.6281198873
dfatd-maecd,2017-2018,1885365.687065121
dfatd-maecd,2018-2019,2574561.2099140575
dfatd-maecd,2019-2020,3920331.8825408313
dfatd-maecd,2020-2021,7193778.99193477
dfo-mpo,2017-2018,54712.59124087592
dnd-mdn,2017-2018,9602956.073652493
dnd-mdn,2018-2019,9420806.958170054
dnd-mdn,2019-2020,10625141.7790388
dnd-mdn,2020-2021,9476146.928349756
ec,2019-2020,15146.473262910797
ec,2020-2021,1783864.0424550194
elections,2017-2018,2995784.6337256753
elections,2018-2019,1314322.1960938664
elections,2019-2020,3207719.375695832
elections,2020-2021,6578505.753353005
esdc-edsc,2017-2018,666761.7758432421
esdc-edsc,2018-2019,675131.9636438356
esdc-edsc,2019-2020,701855.6378756715
esdc-edsc,2020-2021,1313678.6928268308
fcac-acfc,2017-2018,360803.2036144578
fcac-acfc,2018-2019,370443.5163551986
fcac-acfc,2019-2020,90470.62725925924
fintrac-canafe,2018-2019,62149.99999999999
fintrac-canafe,2020-2021,317982
fja-cmf,2017-2018,672684.3561643835
hc-sc,2017-2018,1192498.1802829758
hc-sc,2018-2019,1192498.1802829758
hc-sc,2019-2020,1195765.298585121
hc-sc,2020-2021,1232048.1802829758
ic,2017-2018,2635516.172085228
ic,2018-2019,2427833.295987025
ic,2019-2020,1929753.7468522529
ic,2020-2021,2108861.5517431013
infc,2017-2018,2630248.8931776043
infc,2018-2019,3317694.932694938
infc,2019-2020,932699.4648426812
irb-cisr,2019-2020,103818.75
isc-sac,2017-2018,241793.01722210195
isc-sac,2018-2019,298464.1992560003
isc-sac,2019-2020,211893.97352189783
isc-sac,2020-2021,39321.450000000004
jus,2018-2019,9172.386004514672
jus,2019-2020,43598.61399548533
lac-bac,2020-2021,37509.19858156028
nrc-cnrc,2017-2018,70625
nrcan-rncan,2018-2019,22600
nrcan-rncan,2019-2020,3688690.291928559
nrcan-rncan,2020-2021,311309.7080714411
nserc-crsng,2017-2018,24747
nserc-crsng,2019-2020,21495.701313868616
nserc-crsng,2020-2021,17253.12868613139
oic-ci,2017-2018,19998.760000000002
oic-ci,2018-2019,14103.2136
oic-ci,2019-2020,43376.2704
oic-ci,2020-2021,43257.756
pco-bcp,2019-2020,23255.4
pco-bcp,2020-2021,42191.94
pwgsc-tpsgc,2020-2021,27552.544875
rcmp-grc,2017-2018,901401.2679292331
rcmp-grc,2018-2019,1069486.7363598177
rcmp-grc,2019-2020,1513175.890423684
rcmp-grc,2020-2021,1446309.4428074362
ssc-spc,2017-2018,563970.1204801097
ssc-spc,2018-2019,1060586.3812365276
ssc-spc,2019-2020,510815.8199500294
ssc-spc,2020-2021,209188.53833333333
statcan,2017-2018,710848.2831325302
tbs-sct,2017-2018,23306.25
tbs-sct,2018-2019,10311.25
tc,2017-2018,499780.5501465811
tc,2018-2019,1778348.7312612364
tc,2019-2020,2238731.4506027354
tc,2020-2021,5178351.531359854
