d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2542039.20,2608019.74
1_facilities_and_construction,2018-2019,2302261.84,2338065.42
1_facilities_and_construction,2019-2020,1760427.96,1754152.17
10_office_management,2017-2018,356028.12,365253.97
10_office_management,2018-2019,3256441.59,3299764.75
10_office_management,2019-2020,4637452.45,4598317.10
10_office_management,2020-2021,4425918.31,4207147.14
10_office_management,2021-2022,4359872.40,3410573.95
11_defence,2017-2018,25827735.61,26497345.73
11_defence,2018-2019,30379940.60,30842236.15
11_defence,2019-2020,35367881.90,35059255.00
11_defence,2020-2021,35322824.67,33574997.63
11_defence,2021-2022,34837569.51,27148562.69
2_professional_services,2017-2018,1129254.63,1158517.31
2_professional_services,2018-2019,1129254.63,1146816.21
2_professional_services,2019-2020,1132348.48,1122792.62
2_professional_services,2020-2021,1123655.74,1068276.81
2_professional_services,2021-2022,1077724.43,856667.77
6_industrial_products_and_services,2017-2018,2678702.47,2747883.81
6_industrial_products_and_services,2018-2019,10361686.25,10510604.22
6_industrial_products_and_services,2019-2020,14245502.47,14125242.45
6_industrial_products_and_services,2020-2021,14829175.31,14098081.72
6_industrial_products_and_services,2021-2022,15741606.63,12250130.15
9_human_capital,2017-2018,185403.42,190003.00
9_human_capital,2018-2019,316225.45,321143.22
9_human_capital,2019-2020,317091.82,314415.89
9_human_capital,2020-2021,316225.45,300626.14
9_human_capital,2021-2022,316225.45,247371.98
