owner_org,d_fiscal_year,total
aafc-aac,2017-2018,37648.09
aafc-aac,2018-2019,26793.06
aafc-aac,2019-2020,52689.50
aafc-aac,2020-2021,35614.00
aafc-aac,2021-2022,31683.85
cbsa-asfc,2018-2019,4269.68
cbsa-asfc,2019-2020,68092.59
cfia-acia,2020-2021,28427.10
cfia-acia,2021-2022,19904.14
dfo-mpo,2017-2018,178916.27
dfo-mpo,2018-2019,0.00
dfo-mpo,2019-2020,69101.55
dfo-mpo,2020-2021,0.00
dnd-mdn,2020-2021,30466.67
dnd-mdn,2021-2022,70695.25
ec,2018-2019,12625.92
ec,2019-2020,12018.25
hc-sc,2017-2018,50838.57
hc-sc,2018-2019,76973.04
hc-sc,2019-2020,123143.25
hc-sc,2020-2021,28887.20
hc-sc,2021-2022,90171.19
nrc-cnrc,2017-2018,15118.95
nrc-cnrc,2018-2019,14038.17
nrc-cnrc,2021-2022,10808.99
nrcan-rncan,2017-2018,13692.72
nrcan-rncan,2018-2019,19446.30
nrcan-rncan,2020-2021,11271.15
phac-aspc,2017-2018,161750.77
phac-aspc,2018-2019,260602.77
phac-aspc,2019-2020,127597.31
phac-aspc,2020-2021,5580334.29
phac-aspc,2021-2022,169828.27
