d_vendor_name,d_fiscal_year,total
ADVANCED BUSINESS INTERIORS,2018-2019,17810.480000000003
ALTIS HUMAN RESOURCES,2017-2018,51239.07954545455
ALTIS HUMAN RESOURCES,2018-2019,39901.07045454546
AVI SPL CANADA,2018-2019,183673.66
AVI SPL CANADA,2019-2020,12129.01
BELL CANADA,2017-2018,60750.89108519752
BELL CANADA,2018-2019,52187.37108519753
BELL CANADA,2019-2020,50012.89497858163
BELL CANADA,2020-2021,39819.27108519753
CANON,2019-2020,3019.6001642036126
CANON,2020-2021,3613.6198686371104
DELL COMPUTER,2017-2018,12000
EXCEL HUMAN RESOURCES,2018-2019,5007.655894736841
EXCEL HUMAN RESOURCES,2019-2020,47381.65217090948
EXCEL HUMAN RESOURCES,2020-2021,53162.30193435368
FSC,2020-2021,4856.680623973728
ITEX,2017-2018,103758.17
ITEX,2018-2019,29312.99978552279
ITEX,2019-2020,6065.0402144772115
MAVERIN,2020-2021,112698.29
MAXSYS STAFFING AND CONSULTING,2019-2020,33546.88580645161
MAXSYS STAFFING AND CONSULTING,2020-2021,6451.324193548387
MICROSOFT CANADA,2019-2020,10019.568478685962
MICROSOFT CANADA,2020-2021,12280.323297460898
NISHA TECHONOLOGIES,2017-2018,135563.84
SI SYSTEMS,2018-2019,29744.694097902095
SI SYSTEMS,2019-2020,55543.663468531464
SI SYSTEMS,2020-2021,111449.47243356642
THE AIM GROUP,2019-2020,10463.45018415777
THE AIM GROUP,2020-2021,47533.79981584223
TRM TECHNOLOGIES,2019-2020,30407.964356435645
TRM TECHNOLOGIES,2020-2021,12848.435643564357
