d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2014200.45,2066427.80
1_facilities_and_construction,2018-2019,1863563.82,1892570.77
1_facilities_and_construction,2019-2020,1967096.01,1950055.72
1_facilities_and_construction,2020-2021,486.70,459.43
10_office_management,2017-2018,15048.10,15422.03
10_office_management,2018-2019,25428.50,25823.95
10_office_management,2020-2021,40923.39,38980.28
10_office_management,2021-2022,52227.40,48490.27
11_defence,2017-2018,281862.47,289178.50
11_defence,2018-2019,255091.21,259058.25
11_defence,2019-2020,255790.09,253631.48
11_defence,2020-2021,184885.54,175754.34
11_defence,2021-2022,243277.40,225869.69
2_professional_services,2017-2018,8535442.00,8754034.92
2_professional_services,2018-2019,7878142.50,7998981.90
2_professional_services,2019-2020,6515858.82,6452238.57
2_professional_services,2020-2021,8444795.91,8027709.46
2_professional_services,2021-2022,9096115.08,8428897.35
3_information_technology,2017-2018,8144912.92,8355107.94
3_information_technology,2018-2019,8891470.67,9023224.78
3_information_technology,2019-2020,13428574.02,13301174.82
3_information_technology,2020-2021,17401270.92,16535542.67
3_information_technology,2021-2022,29523177.90,27256326.77
5_transportation_and_logistics,2020-2021,0.00,0.00
6_industrial_products_and_services,2017-2018,159835.42,163807.22
6_industrial_products_and_services,2018-2019,23000.00,23346.80
9_human_capital,2019-2020,34207.30,33522.09
9_human_capital,2020-2021,59903.59,56948.56
9_human_capital,2021-2022,128592.06,118920.29
