d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,1599.80
1_facilities_and_construction,2019-2020,122502.73
1_facilities_and_construction,2020-2021,23087.97
1_facilities_and_construction,2021-2022,25956.00
2_professional_services,2017-2018,117668.31
2_professional_services,2018-2019,540212.42
2_professional_services,2019-2020,2667430.17
2_professional_services,2020-2021,3738317.49
2_professional_services,2021-2022,4483942.84
3_information_technology,2017-2018,1153868.52
3_information_technology,2018-2019,1553099.92
3_information_technology,2019-2020,1916889.67
3_information_technology,2020-2021,2068305.64
3_information_technology,2021-2022,2401989.91
4_medical,2017-2018,135590.68
4_medical,2018-2019,93613.29
4_medical,2020-2021,31586.75
4_medical,2021-2022,43981.25
9_human_capital,2017-2018,29515.60
9_human_capital,2019-2020,17797.50
9_human_capital,2021-2022,67800.00
