d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,264173.78,270845.14
0_other,2018-2019,133972.80,135654.97
0_other,2019-2020,23526.60,23033.86
0_other,2020-2021,104122.59,98681.11
0_other,2021-2022,47182.11,44258.99
1_facilities_and_construction,2017-2018,340380.82,349597.26
1_facilities_and_construction,2021-2022,682611.45,436698.58
10_office_management,2018-2019,160613.68,162366.22
10_office_management,2019-2020,187489.60,187654.41
10_office_management,2020-2021,251.34,236.66
10_office_management,2021-2022,11215.90,8970.42
11_defence,2017-2018,2018185.21,2069236.10
11_defence,2018-2019,4310251.26,4371116.44
11_defence,2019-2020,5074928.69,5032794.92
11_defence,2020-2021,3488789.54,3316310.17
11_defence,2021-2022,3875826.36,2987189.26
2_professional_services,2017-2018,1014779.07,1038763.79
2_professional_services,2018-2019,194270.27,197096.32
2_professional_services,2019-2020,553125.60,544238.45
2_professional_services,2020-2021,516165.21,488476.42
2_professional_services,2021-2022,220033.47,159633.05
3_information_technology,2017-2018,8780248.98,9003745.42
3_information_technology,2018-2019,6553853.99,6642484.69
3_information_technology,2019-2020,8342642.44,8247074.73
3_information_technology,2020-2021,10893858.56,10367442.70
3_information_technology,2021-2022,13432628.53,9281303.40
6_industrial_products_and_services,2020-2021,13167.00,12640.77
9_human_capital,2017-2018,10418.40,10663.98
9_human_capital,2018-2019,56749.87,57469.64
9_human_capital,2019-2020,141135.12,140443.22
9_human_capital,2020-2021,10069.17,9594.19
9_human_capital,2021-2022,60121.36,38751.77
