d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,78400.00,80248.05
11_defence,2017-2018,1138899.66,1171166.52
11_defence,2018-2019,4702138.11,4754067.97
11_defence,2019-2020,1361585.88,1329866.04
11_defence,2020-2021,7570804.51,7207497.14
11_defence,2021-2022,3532382.48,3232926.24
3_information_technology,2017-2018,213765.51,219012.58
3_information_technology,2018-2019,946782.54,960728.59
3_information_technology,2019-2020,1783901.25,1766919.60
3_information_technology,2020-2021,3006086.89,2854389.11
3_information_technology,2021-2022,2668983.48,2012847.34
9_human_capital,2021-2022,1639.04,0.00
