d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,17233.72
10_office_management,2017-2018,164068.91
10_office_management,2018-2019,52612.49
10_office_management,2019-2020,38581.91
10_office_management,2020-2021,70006.92
2_professional_services,2017-2018,1188485.79
2_professional_services,2018-2019,3653087.65
2_professional_services,2019-2020,2650738.33
2_professional_services,2020-2021,852145.19
3_information_technology,2017-2018,250435.36
3_information_technology,2018-2019,478278.65
3_information_technology,2019-2020,714371.07
3_information_technology,2020-2021,880191.95
4_medical,2020-2021,7157.66
5_transportation_and_logistics,2018-2019,55243.41
8_security_and_protection,2020-2021,16799.74
9_human_capital,2017-2018,10290.26
9_human_capital,2018-2019,77925.02
9_human_capital,2019-2020,132792.92
9_human_capital,2020-2021,69541.95
