d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,128173.30,131628.38
1_facilities_and_construction,2018-2019,4895238.66,4945193.37
1_facilities_and_construction,2019-2020,17227474.50,17082092.27
1_facilities_and_construction,2020-2021,17180404.90,16332900.39
1_facilities_and_construction,2021-2022,11484983.00,10773440.61
11_defence,2017-2018,8491.43,8711.47
11_defence,2018-2019,910646.14,923870.69
11_defence,2019-2020,1086511.07,1077591.54
11_defence,2020-2021,1050289.65,998469.35
2_professional_services,2017-2018,1864567.25,1912884.29
2_professional_services,2019-2020,915439.50,900082.60
2_professional_services,2020-2021,3462625.15,3293348.01
2_professional_services,2021-2022,3484427.97,3241520.44
6_industrial_products_and_services,2017-2018,8627240.65,8855041.88
6_industrial_products_and_services,2018-2019,4586846.56,4655544.74
6_industrial_products_and_services,2019-2020,2561163.04,2532855.37
6_industrial_products_and_services,2020-2021,34165.92,32251.94
6_industrial_products_and_services,2021-2022,56026.05,51347.98
