owner_org,d_fiscal_year,total
aafc-aac,2017-2018,583230.7649667406
aafc-aac,2018-2019,808988.9135254989
aafc-aac,2019-2020,811205.3215077606
aandc-aadnc,2017-2018,150824.80831869572
aandc-aadnc,2018-2019,150824.80831869572
aandc-aadnc,2019-2020,151238.02697162365
aandc-aadnc,2020-2021,150824.80831869572
atssc-scdata,2017-2018,238629.17864989757
atssc-scdata,2018-2019,320115.0910540989
atssc-scdata,2019-2020,248869.34407359746
atssc-scdata,2020-2021,208338.6068245141
cbsa-asfc,2017-2018,5745164.120852611
cbsa-asfc,2018-2019,5278473.130907764
cbsa-asfc,2019-2020,4650601.120858001
cbsa-asfc,2020-2021,2377131.351875404
cic,2017-2018,6602536.270145861
cic,2018-2019,4514851.65019061
cic,2019-2020,2866477.1916146916
cic,2020-2021,1736953.3573062092
cihr-irsc,2017-2018,29522.409534246573
cihr-irsc,2018-2019,33676.75320547945
cihr-irsc,2019-2020,20998.80392694064
cihr-irsc,2020-2021,17283.118566210047
cnsc-ccsn,2017-2018,73286.44106642809
cnsc-ccsn,2018-2019,34572.216049174815
cnsc-ccsn,2019-2020,34666.93444930954
cnsc-ccsn,2020-2021,35300.78818032235
cra-arc,2018-2019,52261.09
csc-scc,2017-2018,1634.603448275862
csps-efpc,2020-2021,37534.24657534247
dfatd-maecd,2017-2018,3536336.644553965
dfatd-maecd,2018-2019,3982501.6654514265
dfatd-maecd,2019-2020,805132.5756100423
dfatd-maecd,2020-2021,531898.6615436985
dfo-mpo,2017-2018,12924.375
dnd-mdn,2017-2018,381615.3662103248
dnd-mdn,2018-2019,307472.71058909234
dnd-mdn,2019-2020,308315.1015770077
dnd-mdn,2020-2021,307472.71058909234
esdc-edsc,2019-2020,149793.58173076922
esdc-edsc,2020-2021,18372889.48061685
ic,2019-2020,74487.84588235295
ic,2020-2021,3776690.408596463
infc,2017-2018,3949589.600786594
infc,2018-2019,3949589.600786594
infc,2019-2020,3960410.394213407
infc,2020-2021,2791764.7041176474
jus,2017-2018,3032254.80293721
jus,2018-2019,3596830.205140026
jus,2019-2020,4114809.382991502
jus,2020-2021,2369733.9292122438
lac-bac,2019-2020,34478.7
nrcan-rncan,2019-2020,74814.23999999999
nrcan-rncan,2020-2021,89940.65246376811
nserc-crsng,2017-2018,24860
nserc-crsng,2018-2019,24860
nserc-crsng,2020-2021,28250
osfi-bsif,2017-2018,786299.4123449512
osfi-bsif,2018-2019,377921.3048016702
pc,2017-2018,166472.75020712512
pc,2018-2019,166472.75020712512
pc,2019-2020,195531.4661169703
pc,2020-2021,228015.92694151486
pco-bcp,2017-2018,80260.22237226277
pco-bcp,2018-2019,177142.928316045
pco-bcp,2019-2020,181404.55655696918
pco-bcp,2020-2021,180908.91569205944
ppsc-sppc,2018-2019,49031.63896848138
ppsc-sppc,2019-2020,100254.63610315186
ppsc-sppc,2020-2021,41909.72492836676
ps-sp,2018-2019,24860
pwgsc-tpsgc,2017-2018,11875796.545369525
pwgsc-tpsgc,2018-2019,13877406.525481854
pwgsc-tpsgc,2019-2020,17519050.185428325
pwgsc-tpsgc,2020-2021,15374793.374711389
rcmp-grc,2017-2018,863159.644054501
rcmp-grc,2018-2019,379907.3927381746
rcmp-grc,2019-2020,486369.89491006
rcmp-grc,2020-2021,379907.3927381746
ssc-spc,2017-2018,4997062.6392982965
ssc-spc,2018-2019,4213404.433568892
ssc-spc,2019-2020,4259956.331129312
ssc-spc,2020-2021,3376211.286294299
sshrc-crsh,2017-2018,24860
sshrc-crsh,2018-2019,24860
sshrc-crsh,2020-2021,12026.7
tbs-sct,2017-2018,650623.8859180035
tbs-sct,2018-2019,32085.5614973262
