d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
2KEYS,2017-2018,10025148.30,10284932.68
2KEYS,2018-2019,23044841.14,23347765.73
2KEYS,2019-2020,37660485.93,37334146.55
2KEYS,2020-2021,38504560.49,36605213.84
2KEYS,2021-2022,39405962.01,31172895.27
3D DATACOMM,2017-2018,86917.80,88986.84
3D DATACOMM,2018-2019,355116.65,359053.12
3D DATACOMM,2019-2020,121505.38,120775.32
3D DATACOMM,2020-2021,30246.64,28740.69
3D DATACOMM,2021-2022,95816.20,79935.17
49 SOLUTIONS,2020-2021,481726.17,456692.09
49 SOLUTIONS,2021-2022,667250.47,444307.61
529040 ONTARIO AND 880382,2017-2018,192476.19,197272.32
529040 ONTARIO AND 880382,2018-2019,7720.60,7888.29
529040 ONTARIO AND 880382,2019-2020,4276982.03,4237808.81
529040 ONTARIO AND 880382,2020-2021,4143628.29,3936946.96
529040 ONTARIO AND 880382,2021-2022,8797501.02,6918964.17
ACCENTURE,2018-2019,24634.00,24961.52
ACCESS 2 NETWORKS,2017-2018,2188013.17,2244337.48
ACCESS 2 NETWORKS,2018-2019,4124009.08,4190596.26
ACCESS 2 NETWORKS,2019-2020,1145700.94,1136746.57
ACCESS 2 NETWORKS,2020-2021,913635.18,868511.77
ACCESS 2 NETWORKS,2021-2022,842579.64,659646.71
ACTION PERSONNEL OF OTTAWA HULL,2020-2021,48127.72,45818.20
ACTION PERSONNEL OF OTTAWA HULL,2021-2022,57784.92,45203.10
ADOBE,2017-2018,1672299.14,1712153.62
ADOBE,2018-2019,749190.01,765462.01
ADVANCED BUSINESS INTERIORS,2017-2018,170270.06,174299.56
ADVANCED BUSINESS INTERIORS,2018-2019,548802.19,554493.37
ADVANCED BUSINESS INTERIORS,2019-2020,372632.31,364106.15
ADVANCED BUSINESS INTERIORS,2020-2021,1219755.57,1148926.38
ADVANCED BUSINESS INTERIORS,2021-2022,316859.92,271060.78
ANIXTER CANADA,2017-2018,174050.37,178473.18
ANIXTER CANADA,2018-2019,83683.81,84850.25
ANIXTER CANADA,2019-2020,184133.95,181522.20
ANIXTER CANADA,2020-2021,414763.85,394128.11
