d_vendor_name,d_fiscal_year,total
ACRODEX,2019-2020,16330
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,107920.6
ATLANTIC BUSINESS INTERIORS,2020-2021,19144.05
AVI SPL CANADA,2017-2018,14960.729606299214
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,11571.82
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,10206.02
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,13541.94
DATARITE,2020-2021,10824.4
DIANE BROUSSEAU AND ASSOCIATES,2017-2018,24869
DMH INTERTRANSITION CONSULTING,2018-2019,19406.25
ENCORE,2020-2021,23066.02
EVALUATION PERSONNEL SELECTION,2017-2018,62.62564991334489
FRISCHKORN AUDIO VISUAL,2017-2018,10220.05
GLOBAL TOTAL OFFICE,2019-2020,1216.0582716049382
GLOBAL TOTAL OFFICE,2020-2021,27023.341728395062
GLOBAL UPHOLSTERY,2018-2019,21116.91
GLOBAL UPHOLSTERY,2020-2021,23526.7
INDUSTRIES ROUILLARD,2017-2018,7328.538166666666
INDUSTRIES ROUILLARD,2018-2019,3396.1518333333333
JEAN BEAUREGARD,2020-2021,28653.06818181818
LUMINA IT,2018-2019,26967.5
LUMINA IT,2019-2020,23747.5
NISHA TECHONOLOGIES,2017-2018,167338.58
NISHA TECHONOLOGIES,2019-2020,73412.16
NORTHERN MICRO,2017-2018,75757.18000000001
NORTHERN MICRO,2018-2019,13851.449999999999
NORTHERN MICRO,2019-2020,49122.43
ODGERS BERNDTSON CANADA,2017-2018,133057.5
POI BUSINESS INTERIORS,2020-2021,24999
PSAV,2019-2020,18260.2
PURESPIRIT SOLUTIONS,2020-2021,89613.75
TEKNION,2017-2018,19869.01
TELUS CANADA,2017-2018,45843.39
UNIVERSITE SAINTE ANNE,2017-2018,37437.77116472723
UNIVERSITE SAINTE ANNE,2018-2019,39266.6253869969
UNIVERSITE SAINTE ANNE,2019-2020,10490
WARWOOD OFFICE EQUIPT EDM,2017-2018,32154
