d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,24903.26,25535.97
it_consulting_services,2018-2019,267786.41,272125.82
it_consulting_services,2019-2020,116434.98,115403.69
it_consulting_services,2020-2021,262706.48,249944.50
it_consulting_services,2021-2022,437984.06,407684.39
it_devices_equipment,2017-2018,16814754.61,17226932.03
it_devices_equipment,2018-2019,19241963.17,19503850.09
it_devices_equipment,2019-2020,17220648.40,16975418.85
it_devices_equipment,2020-2021,13840331.08,13095535.08
it_devices_equipment,2021-2022,21863901.88,20190778.31
it_other,2017-2018,477476.38,489000.16
it_other,2018-2019,1133401.19,1147089.69
it_other,2019-2020,2567935.44,2538484.37
it_other,2020-2021,4198130.69,3990605.44
it_other,2021-2022,4287151.77,3980826.93
it_software_licensing,2017-2018,3386275.23,3474533.47
it_software_licensing,2018-2019,4301461.95,4355212.63
it_software_licensing,2019-2020,11146370.75,11023965.43
it_software_licensing,2020-2021,8966076.21,8523342.90
it_software_licensing,2021-2022,8503269.10,7880063.55
