normalized_vendor_name,original_vendor_name
CALIAN,Calian Ltd
CALIAN,Calian
CALIAN,Calian Ltd.
CALIAN,CALIAN LTD
CALIAN,CALIAN LTD.
CALIAN,Calain
CALIAN,CALIAN Ltd
CALIAN,CALIAN
CALIAN,CAlian Ltd.
CALIAN,"CALIAN LTD., DWP SOLUTIONS INC."
CALIAN,Calian Group
CALIAN,Calian Ld.
CALIAN,Calian Ltd / Tundra Technical Solutions
CALIAN,Calian Limited
CALIAN,CALIAN LTD./DWP SOLUTIONS INC. IN JV
CALIAN,Calian LTD
CALIAN,CALLIAN LTD
CALIAN,"Calian, LTD"
CALIAN,CALIAN TEMPORARY HELP SERVICES
CALIAN,Callian Ltd
CALIAN,Calian  Ltd
CALIAN,CALIAN LIMITED
CALIAN,SED Systems - a division of Calian Ltd.
CALIAN,Calian ltd.
CALIAN,Calian (Jennifer Foote)
CALIAN,Calian Group Ltd.
CALIAN,CALIAN Ltd.
CALIAN,"Calian Ltd., DominKnow, IN JOINT VENTURE"
CALIAN,"CALIAN LTD., DOMINKNOW, IN JOINT VENTURE"
CALIAN,Calin
CALIAN,"Calian, Ltd"
CALIAN,Calian LTd
CALIAN,Calain Ltd
CALIAN,Calian LImited
CALIAN,"Calian Ltd.,"
CALIAN,Calian Inc.
CALIAN,CALIAN COMMUNICATIONS SYSTEMS
CALIAN,CALIAN TECHNOLOGY SERVICES LTD
CALIAN,Calian Ldt.
CALIAN,CALIAN INC
CALIAN,CALAIN LTD
CALIAN,CALIAN (CALIAN) LTD
CALIAN,** CALIAN LTD.
CALIAN,Calian. Ltd
CALIAN,Calian limited
CALIAN,"Calian Ltd, DWP Solutions Inc, in joint venture"
CALIAN,Calina Ltd
CALIAN,"Calia, Ltd"
CALIAN,Calian ltd
CALIAN,Calina
CALIAN,Calian Ltd..
CALIAN,"Calian, Ltd."
CALIAN,calian Limited
CALIAN,Calian Group Limited
CALIAN,Calian Limites
CALIAN,CALINA LTD
