d_vendor_name,d_fiscal_year,total
4PLAN CONSULTING,2017-2018,352692.2107647993
4PLAN CONSULTING,2018-2019,134277.44394618834
4PLAN CONSULTING,2019-2020,134645.32735426008
4PLAN CONSULTING,2020-2021,55918.27802690583
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,241084.85673972603
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,191458.66999999998
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,52632.46
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,29452.084876712328
ADVANIS,2018-2019,220630.33650793653
ADVANIS,2019-2020,237502.06812324934
ADVANIS,2020-2021,236853.15536881422
ADVERTISING STANDARDS CANADA,2017-2018,208827.19779854146
ADVERTISING STANDARDS CANADA,2018-2019,152223.9811248074
ADVERTISING STANDARDS CANADA,2019-2020,1034.11860892108
ADVERTISING STANDARDS CANADA,2020-2021,225229.31113138687
ALTIS HUMAN RESOURCES,2017-2018,706018.5390008342
ALTIS HUMAN RESOURCES,2018-2019,702033.6037067166
ALTIS HUMAN RESOURCES,2019-2020,2027676.8694287187
ALTIS HUMAN RESOURCES,2020-2021,925003.026959734
AMAZON CA,2020-2021,658790
ARTEMP PERSONNEL SERVICES,2017-2018,461650.7690116233
ARTEMP PERSONNEL SERVICES,2018-2019,162523.32117035365
AVI SPL CANADA,2017-2018,1381904.693969072
AVI SPL CANADA,2018-2019,509088.67603092786
AVI SPL CANADA,2019-2020,154633.83000000002
BDO CANADA,2017-2018,156050.98880733945
BDO CANADA,2019-2020,215411.90000000002
CACHE COMPUTER CONSULTING,2017-2018,2216468.691900597
CACHE COMPUTER CONSULTING,2018-2019,4853119.2727854485
CACHE COMPUTER CONSULTING,2019-2020,5491184.489461331
CACHE COMPUTER CONSULTING,2020-2021,4968721.914053118
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,214096.98
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,655827.59
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,633831.9400000001
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,699340.1900000001
CGI,2017-2018,650623.8859180035
CGI,2018-2019,32085.5614973262
CISTEL TECHNOLOGY,2019-2020,383952.5547445256
CISTEL TECHNOLOGY,2020-2021,921991.3321167884
CLOSEREACH,2017-2018,52836.70012818902
CLOSEREACH,2018-2019,733572.299606268
CLOSEREACH,2019-2020,241802.52920645595
CLOSEREACH,2020-2021,438513.9051970963
CONFLUENCE CONSULTING,2017-2018,1915084.7916084572
CONFLUENCE CONSULTING,2018-2019,905348.2241953386
CORETRACKS,2018-2019,296663.876146789
CORETRACKS,2019-2020,698301.1238532111
CORPORATE FLEET SERVICES,2017-2018,73948.67841409691
CORPORATE FLEET SERVICES,2018-2019,89644.12774282765
CORPORATE FLEET SERVICES,2019-2020,97124.91082045184
CORPORATE FLEET SERVICES,2020-2021,96859.54221165279
DELOITTE AND TOUCHE,2017-2018,529740.012136616
DELOITTE AND TOUCHE,2018-2019,768440.5872326813
DELOITTE AND TOUCHE,2019-2020,1917823.1996453025
DELOITTE AND TOUCHE,2020-2021,2312523.2718801145
DONNA CONA,2017-2018,380002.7838685801
DYNAMEX CANADA,2017-2018,531888.4737390351
DYNAMEX CANADA,2018-2019,177781.9008114035
ECLIPSYS SOLUTIONS,2017-2018,216649.50438356167
ECLIPSYS SOLUTIONS,2018-2019,248509.7256164384
ECOLE DE LANGUES LA CITE,2017-2018,286397.88828337874
ECOLE DE LANGUES LA CITE,2018-2019,1170429.8999835511
ECOLE DE LANGUES LA CITE,2019-2020,1537744.247892038
ECOLE DE LANGUES LA CITE,2020-2021,1254802.5701402447
ERNST YOUNG,2017-2018,905624.791012065
ERNST YOUNG,2018-2019,1578979.8193581768
ERNST YOUNG,2019-2020,1161937.171982202
ERNST YOUNG,2020-2021,817066.3372019546
EXCEL HUMAN RESOURCES,2017-2018,2034967.1958784566
EXCEL HUMAN RESOURCES,2018-2019,410915.8945954763
EXCEL HUMAN RESOURCES,2019-2020,35683.79999568358
EXCEL HUMAN RESOURCES,2020-2021,963735.8504896408
GARTNER,2017-2018,2323498.117110859
GARTNER,2018-2019,2142610.4709230033
GARTNER,2019-2020,1935040.5093307488
GARTNER,2020-2021,1092549.5638454072
GC STRATEGIES,2017-2018,2238681.0598565387
GC STRATEGIES,2018-2019,2275318.5777581194
GC STRATEGIES,2019-2020,2789043.325554341
GC STRATEGIES,2020-2021,1517169.0995724408
GOSS GILROY,2017-2018,393743.2578209277
GOSS GILROY,2018-2019,418716.2578209277
GOSS GILROY,2019-2020,442505.4382906738
GOSS GILROY,2020-2021,403605.07600274595
GRAYBRIDGE INTERNATIONAL CONSULTING,2017-2018,101245.22510231924
GRAYBRIDGE INTERNATIONAL CONSULTING,2018-2019,281276.4899697906
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,230444.1204484501
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,151939.42531933507
GSI GROUP,2017-2018,1421881.8466593646
GSI GROUP,2018-2019,989473.9426067907
HAY GROUP,2017-2018,1017790.817263368
HAY GROUP,2018-2019,528257.4367547075
HAY GROUP,2019-2020,288216.22229026334
HAY GROUP,2020-2021,130367.60869565219
I4C INFORMATION TECHNOLOGY,2017-2018,1347344.249862107
I4C INFORMATION TECHNOLOGY,2018-2019,1347344.249862107
I4C INFORMATION TECHNOLOGY,2019-2020,162419.5808052951
IBISKA TELECOM,2017-2018,599300.7931385676
