owner_org,d_fiscal_year,total
aafc-aac,2017-2018,475478.38
aafc-aac,2018-2019,512501.21
aafc-aac,2019-2020,450585.91
aafc-aac,2020-2021,449354.80
aafc-aac,2021-2022,449354.80
cbsa-asfc,2017-2018,3648543.10
cbsa-asfc,2018-2019,6778263.12
cbsa-asfc,2019-2020,9653349.67
cbsa-asfc,2020-2021,9162382.37
cbsa-asfc,2021-2022,8097742.32
cfia-acia,2017-2018,98139.12
cfia-acia,2018-2019,75658.96
cfia-acia,2021-2022,12595.60
cra-arc,2019-2020,0.00
cra-arc,2020-2021,0.00
cra-arc,2021-2022,0.00
csa-asc,2017-2018,100596.17
csa-asc,2018-2019,100596.17
csc-scc,2021-2022,23052.00
cta-otc,2017-2018,57711.21
cta-otc,2018-2019,57711.21
cta-otc,2019-2020,4743.39
dfatd-maecd,2017-2018,3475.62
dfatd-maecd,2018-2019,21497.38
dnd-mdn,2017-2018,534976.68
dnd-mdn,2018-2019,370985.18
dnd-mdn,2019-2020,838767.65
dnd-mdn,2020-2021,736286.86
dnd-mdn,2021-2022,849962.64
ec,2019-2020,35842.72
ec,2020-2021,16542.80
ec,2021-2022,87507.48
fja-cmf,2021-2022,33119.89
hc-sc,2021-2022,56027.45
iaac-aeic,2020-2021,20988.59
iaac-aeic,2021-2022,111026.61
isc-sac,2021-2022,0.00
lac-bac,2019-2020,34492.50
pwgsc-tpsgc,2021-2022,31474.41
ssc-spc,2021-2022,10089.76
