owner_org,d_fiscal_year,total
csa-asc,2017-2018,230036.38020161336
csa-asc,2018-2019,166268.20225640788
csa-asc,2019-2020,58354.876210955656
csa-asc,2020-2021,115437.62352280389
dfo-mpo,2018-2019,10349.130000000001
dfo-mpo,2020-2021,22177.52
dnd-mdn,2017-2018,592262.8026289273
dnd-mdn,2018-2019,135946.1006615247
dnd-mdn,2019-2020,188864.16667009165
dnd-mdn,2020-2021,78962.89060109289
ic,2017-2018,19498.362009237877
ic,2018-2019,244311.47799076213
ic,2019-2020,42384.020000000004
ic,2020-2021,860683.6627056672
nrc-cnrc,2017-2018,655950.9571598404
nrc-cnrc,2018-2019,87654.04796988491
nrc-cnrc,2019-2020,395287.4869080021
nrc-cnrc,2020-2021,96254.08131147541
rcmp-grc,2019-2020,12611.7
rcmp-grc,2020-2021,55459.94000000001
