owner_org,d_fiscal_year,total
aafc-aac,2017-2018,732185.49
aafc-aac,2018-2019,777471.77
aafc-aac,2019-2020,1405416.1700000002
aafc-aac,2020-2021,1464847.6891695047
aandc-aadnc,2017-2018,69797.33
aandc-aadnc,2019-2020,52821.299999999996
cbsa-asfc,2017-2018,36602.96
cbsa-asfc,2018-2019,1459866.4
cbsa-asfc,2019-2020,2436039.39
cbsa-asfc,2020-2021,2312845.88
cfia-acia,2017-2018,32783.1
cfia-acia,2018-2019,140692.09999999998
cfia-acia,2019-2020,466862.3060055866
cfia-acia,2020-2021,42365.29399441341
cihr-irsc,2018-2019,34255
cnsc-ccsn,2018-2019,34722.08
cnsc-ccsn,2019-2020,76243.95999999999
cra-arc,2019-2020,84410.15000000001
csa-asc,2017-2018,36588.3
csa-asc,2019-2020,29020.95
csc-scc,2017-2018,3498140.43
csc-scc,2018-2019,3440200.29
csc-scc,2019-2020,4245916.9
csc-scc,2020-2021,4497104.166666667
cta-otc,2020-2021,5570.708264915162
dfatd-maecd,2017-2018,52209.77394736842
dfatd-maecd,2018-2019,45923
dfatd-maecd,2020-2021,200678.71
dfo-mpo,2017-2018,2839877.0298051764
dfo-mpo,2018-2019,2008226.4627719047
dfo-mpo,2019-2020,5697064.740313968
dfo-mpo,2020-2021,3387995.5969801396
dnd-mdn,2017-2018,17383662.0312072
dnd-mdn,2018-2019,10349991.918355947
dnd-mdn,2019-2020,12293544.517846826
dnd-mdn,2020-2021,11871858.908444785
ec,2017-2018,247051.25
ec,2019-2020,1126308.79
ec,2020-2021,558087.81
esdc-edsc,2017-2018,31406.549999999996
esdc-edsc,2018-2019,110429.7
esdc-edsc,2019-2020,118354.34999999999
fin,2019-2020,39389.54
hc-sc,2017-2018,169758.19
hc-sc,2018-2019,118398.7
hc-sc,2019-2020,186993.59
hc-sc,2020-2021,7280.290909090908
ic,2019-2020,99831.71
isc-sac,2019-2020,749120.37
isc-sac,2020-2021,77484.23
nbc-ccbn,2017-2018,62092.10071942446
nbc-ccbn,2018-2019,54525.89928057554
nbc-ccbn,2019-2020,463
nrc-cnrc,2018-2019,97380.36
nrc-cnrc,2019-2020,210234.24
nrc-cnrc,2020-2021,40328.57
nrcan-rncan,2017-2018,181240.43285714288
nrcan-rncan,2018-2019,303235.41000000003
nrcan-rncan,2019-2020,36640.8
nrcan-rncan,2020-2021,96872.74029411766
ocol-clo,2017-2018,32084.85
pbc-clcc,2019-2020,128305.8
pbc-clcc,2020-2021,94884.3
pc,2017-2018,1241836.470719065
pc,2018-2019,1398392.0160689843
pc,2019-2020,2365992.4473171053
pc,2020-2021,1006851.0960791239
pch,2017-2018,63957.2
pch,2020-2021,51263.1
pco-bcp,2018-2019,96844.4
pco-bcp,2020-2021,240436.88
phac-aspc,2017-2018,59690.92
ps-sp,2019-2020,3000.492512953368
ps-sp,2020-2021,52151.41748704664
pwgsc-tpsgc,2017-2018,208479.46326086955
pwgsc-tpsgc,2018-2019,45063.9
pwgsc-tpsgc,2019-2020,318780.77
pwgsc-tpsgc,2020-2021,294867.48
rcmp-grc,2017-2018,39529011.07577868
rcmp-grc,2018-2019,31357992.023526926
rcmp-grc,2019-2020,31020602.493454896
rcmp-grc,2020-2021,44319004.0891407
ssc-spc,2018-2019,4379.784507042254
ssc-spc,2019-2020,209711.89549295776
tbs-sct,2019-2020,9785.016290322583
tbs-sct,2020-2021,45366.893709677424
tc,2017-2018,243829.84
tc,2018-2019,410536.69
tc,2019-2020,100604.1
tc,2020-2021,72460.5
tsb-bst,2018-2019,100271.59000000001
tsb-bst,2019-2020,72241.25
vac-acc,2019-2020,75583.43999999999
