owner_org,d_fiscal_year,total
aafc-aac,2017-2018,5003393.91
aafc-aac,2018-2019,5307056.86
aafc-aac,2019-2020,5485044.31
aafc-aac,2020-2021,6048586.76
aandc-aadnc,2017-2018,1355220.75
aandc-aadnc,2018-2019,544317.3
aandc-aadnc,2019-2020,683168.7
aandc-aadnc,2020-2021,119847.01
acoa-apeca,2017-2018,151491.23
acoa-apeca,2018-2019,244577.42
acoa-apeca,2019-2020,48232.15
acoa-apeca,2020-2021,71073.46
atssc-scdata,2017-2018,48908.65
atssc-scdata,2018-2019,128227.03
cannor,2018-2019,91637.66
cannor,2019-2020,179105.95
cas-satj,2017-2018,443226.69
cas-satj,2018-2019,346978.22
cas-satj,2019-2020,164438.52
cas-satj,2020-2021,478897.01
cbsa-asfc,2017-2018,1323912.29
cbsa-asfc,2018-2019,8735765.18
cbsa-asfc,2019-2020,7833387.05
cbsa-asfc,2020-2021,6172771.67
ced-dec,2017-2018,17246.25
ced-dec,2019-2020,51330.79
cer-rec,2017-2018,11248.86
cer-rec,2018-2019,17057.61
cfia-acia,2017-2018,3884054.16
cfia-acia,2018-2019,3425687.41
cfia-acia,2019-2020,1715531.19
cfia-acia,2020-2021,454233.15
cgc-ccg,2017-2018,68884.5
cgc-ccg,2018-2019,98023.19
cgc-ccg,2019-2020,65461.9
cgc-ccg,2020-2021,227244.77
cic,2017-2018,473220.85
cic,2018-2019,269789.76
cic,2019-2020,271757.06
cic,2020-2021,193405.5
cics-scic,2018-2019,13745.6
cics-scic,2019-2020,58935.96
cics-scic,2020-2021,14618.59
cihr-irsc,2018-2019,34255
cnsc-ccsn,2017-2018,166072.61
cnsc-ccsn,2018-2019,112012.81
cnsc-ccsn,2019-2020,76243.96
cra-arc,2017-2018,2506618.02
cra-arc,2018-2019,685564.63
cra-arc,2019-2020,769322.15
cra-arc,2020-2021,877166.66
crtc,2018-2019,51330.79
crtc,2020-2021,5215.63
csa-asc,2017-2018,188872.95
csa-asc,2018-2019,244223.13
csa-asc,2019-2020,345542.17
