d_vendor_name,d_fiscal_year,total
2WA CONSULTING,2019-2020,16950
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,12617.869999999999
AITCHISON LISA,2017-2018,1500
ARTICULATE GLOBAL,2020-2021,12991.690163934425
AWS,2020-2021,29395.479452054795
BIAPRO INFORMATION SOLUTIONS,2017-2018,27228.75178703496
BIAPRO INFORMATION SOLUTIONS,2018-2019,28926.728212965045
BIAPRO INFORMATION SOLUTIONS,2019-2020,46330
BILINGUAL SOURCE,2020-2021,16950
BINATECH SYSTEM SOLUTIONS,2019-2020,19662
BINATECH SYSTEMS SOLUTIONS,2017-2018,10848
BINATECH SYSTEMS SOLUTIONS,2018-2019,13560
CANON,2017-2018,6816.944687842278
CANON,2018-2019,6816.944687842278
CANON,2019-2020,7576.845339539978
CANON,2020-2021,15544.260596933187
CDW CANADA,2020-2021,8135.805844748858
COSSETTE COMMUNICATIONS,2020-2021,113000
DAVID APLIN ASSOCIATES,2017-2018,155081.2
DAVID APLIN ASSOCIATES,2018-2019,54747.37
DAVID APLIN ASSOCIATES,2020-2021,22600
DAVID APLIN GROUP,2020-2021,14004.590163934427
DECISIVE TECHNOLOGIES,2020-2021,31466.890000000003
DRAKE INTERNATIONAL,2019-2020,10226.5
DRAKE INTERNATIONAL,2020-2021,23296.08
ELBY PROFESSIONAL RECRUITMENT,2017-2018,9736.575342465754
ELBY PROFESSIONAL RECRUITMENT,2018-2019,35378.13465753425
ELLENTON JENNIFER,2017-2018,24000
EVRON COMPUTER SYSTEMS,2018-2019,8319.450684931508
EVRON COMPUTER SYSTEMS,2019-2020,31229.671927253472
EVRON COMPUTER SYSTEMS,2020-2021,38667.43316863694
GOLDEN MILE MANAGEMENT CONSULTING SERVICES,2018-2019,6430.56
IBM CANADA,2017-2018,11809.166328767124
IBM CANADA,2018-2019,16023.59
IBM CANADA,2019-2020,4214.423671232877
INFO TECH RESEARCH GROUP,2017-2018,12142.082191780823
INFO TECH RESEARCH GROUP,2018-2019,8762.917808219177
INFO TECH RESEARCH GROUP,2020-2021,16049.704918032787
JANELLE MINOCHER,2018-2019,18000
KPMG,2017-2018,15855.453709934383
KPMG,2018-2019,123132.77881119256
KPMG,2019-2020,123470.12889012734
KPMG,2020-2021,82684.09809139822
LES SERVICES SIPD,2017-2018,22085.295671232878
LES SERVICES SIPD,2018-2019,6716.284328767123
LINKEDIN IRELAND UNLIMITED COMPANY,2017-2018,9500
LINKEDIN IRELAND UNLIMITED COMPANY,2019-2020,15000.000000000002
LINKEDIN IRELAND UNLIMITED COMPANY C O 913750,2020-2021,20000
LORDLY JONES,2020-2021,5449.567989056087
LUCIDWORKS,2018-2019,54176.9826071103
LUCIDWORKS,2019-2020,67906.76587055606
LUCIDWORKS,2020-2021,67721.22825888787
"NATIONAL SPEAKERS BUREAU",2018-2019,13752.5
NEAL SUSAN,2017-2018,110246.5172370774
NEAL SUSAN,2018-2019,45863.30935251799
NETACCESS SYSTEMS,2020-2021,33185.03
NORTHERN MICRO,2018-2019,1931.9857746478874
NORTHERN MICRO,2019-2020,10538.104225352114
NOVA NETWORKS,2020-2021,24267.88
ONX ENTERPRISE SOLUTIONS,2017-2018,24308.58575342466
ONX ENTERPRISE SOLUTIONS,2018-2019,24983.824246575346
PSYCH HEALTH AND SAFETY CONSULTING,2017-2018,22599.999999999996
PSYCH HEALTH AND SAFETY CONSULTING,2018-2019,16800
PTC RECRUITING,2017-2018,56005.953488372084
PTC RECRUITING,2018-2019,40324.2865116279
PYSCH HEALTH SAFETY CONSULTING,2019-2020,15750.000000000002
ROBERT HALF TECHNOLOGY,2018-2019,50913.28
ROSS MCBRIDE,2019-2020,11300
SCALAR DECISION,2019-2020,48999.06
SECURICORE,2017-2018,9265.264438356164
SECURICORE,2018-2019,12925.887479452056
SECURICORE,2019-2020,15380.638891194216
SECURICORE,2020-2021,18633.552150801588
SOFTCHOICE,2020-2021,2074.4353219448094
SUSAN NEAL,2018-2019,84219.17808219178
SUSAN NEAL,2019-2020,60780.82191780822
SUSAN NEAL,2020-2021,797.0106382978723
TALLAR CHOULJIAN,2018-2019,20000
TANKATEK,2018-2019,21941.78
TELECOM COMPUTER SERVICES,2019-2020,36851.11
TELECOM COMPUTER SERVICES,2020-2021,23784.24
THE CONFERENCE BOARD OF CANADA,2019-2020,18503.75
THE LAVIN AGENCY,2018-2019,10841.26
THE WOHL GROUP,2017-2018,5237.854285714285
THE WOHL GROUP,2018-2019,34760.30571428571
VITRIUM SYSTEMS,2018-2019,1996.2301369863014
VITRIUM SYSTEMS,2019-2020,21507.7698630137
