d_vendor_name,d_fiscal_year,total
1019837 ONTARIO,2017-2018,26166.65903271693
1019837 ONTARIO,2018-2019,30809.13079658606
1019837 ONTARIO,2019-2020,30893.539374110955
1019837 ONTARIO,2020-2021,30809.13079658606
ABI ADVANCED BUSINESS INTERIORS,2017-2018,39208.340000000004
ABI ADVANCED BUSINESS INTERIORS,2018-2019,348978.99
ACCESS 2 NETWORKS,2017-2018,18110.662942664418
ACCESS 2 NETWORKS,2018-2019,18110.662942664418
ACCESS 2 NETWORKS,2019-2020,2356.0450819672133
ACCESS 2 NETWORKS,2020-2021,26387.70491803279
ADRM TECHNOLOGY CONSULTING,2020-2021,92927.81067961165
ALTIS HUMAN RESOURCES,2020-2021,130200
BELL CANADA,2020-2021,84128.86912312715
BLACKBERRY,2020-2021,14753.62126027397
CARAHSOFT TECHNOLOGY,2018-2019,6739.17344262295
CARAHSOFT TECHNOLOGY,2019-2020,3411.1865573770488
CBCI TELECOM CANADA,2017-2018,172832.41844036695
CBCI TELECOM CANADA,2018-2019,193782.88155963298
CDW CANADA,2018-2019,27511.73346994535
CDW CANADA,2019-2020,41931.67653005464
CDW CANADA,2020-2021,24742.629999999997
CHARRON HUMAN RESOURCES,2018-2019,24408
CISION CANADA,2017-2018,37897.87836546964
CISION CANADA,2018-2019,37897.87836546964
CISION CANADA,2019-2020,38001.70816921065
CISION CANADA,2020-2021,37897.87836546964
CLOSEREACH,2018-2019,22830.940000000002
CNW GROUP,2017-2018,1786.8228404099561
CNW GROUP,2018-2019,2415.519765739385
CNW GROUP,2019-2020,2422.137628111274
CNW GROUP,2020-2021,2415.519765739385
COSSETTE COMMUNICATIONS,2017-2018,86883.45
COSSETTE COMMUNICATIONS,2018-2019,193382.55
CPCS TRANSCOM,2019-2020,24909.329999999998
DECISIVE TECHNOLOGIES,2019-2020,3064.557732240437
DECISIVE TECHNOLOGIES,2020-2021,26014.200623923945
DELL COMPUTER,2017-2018,25442.59637049089
DELL COMPUTER,2018-2019,24097.995823045636
DELL COMPUTER,2019-2020,9108.175435139572
DELL COMPUTER,2020-2021,9083.28970990695
DONNA CONA,2017-2018,132080.4331015299
DYNAMIC PERSONNEL CONSULTANTS,2017-2018,14560.435419630157
DYNAMIC PERSONNEL CONSULTANTS,2018-2019,17143.738477951636
DYNAMIC PERSONNEL CONSULTANTS,2019-2020,17190.707624466573
DYNAMIC PERSONNEL CONSULTANTS,2020-2021,17143.738477951636
EXCEL HUMAN RESOURCES,2017-2018,41735.49700787402
EXCEL HUMAN RESOURCES,2018-2019,16689.282992125987
EXCEL HUMAN RESOURCES,2020-2021,209332.0396641161
FMC PROFESSIONALS,2018-2019,11300
FORD MOTOR COMPANY,2020-2021,5570.708264915162
GARTNER,2017-2018,19092.40054794521
GARTNER,2018-2019,56041.19438356165
GARTNER,2019-2020,42494.45506849315
HYPERTEC,2020-2021,109226.40231500943
