d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,27752409.84,28466760.52
it_consulting_services,2018-2019,39600716.53,40196890.99
it_consulting_services,2019-2020,44061543.80,43713622.25
it_consulting_services,2020-2021,38539260.44,36641775.59
it_consulting_services,2021-2022,40128741.75,37204960.92
it_other,2017-2018,314229.27,322482.24
it_other,2018-2019,352058.95,356623.97
it_other,2019-2020,47420.18,47588.79
it_other,2020-2021,28279.71,26696.80
it_other,2021-2022,96468.16,89565.38
it_software_licensing,2017-2018,1237922.16,1269954.41
it_software_licensing,2018-2019,2172785.22,2204996.61
it_software_licensing,2019-2020,2464103.75,2444225.82
it_software_licensing,2020-2021,1819583.48,1729958.56
it_software_licensing,2021-2022,1339218.02,1236207.45
